model,Descriptor,Enzyme,scaler,split,Accuracy,kernel
gpc,ECFP4,HIV-1 RT,minmax,3,0.8553025763930497,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 RT,minmax,3,0.8553025763930497,RBF(length_scale=1)
gpc,ECFP4,HIV-1 RT,minmax,3,0.8553025763930497,RBF(length_scale=2)
gpc,ECFP4,HIV-1 RT,minmax,3,0.8553025763930497,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 RT,minmax,3,0.8157579388855603,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 RT,minmax,3,0.8397243858597963,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 RT,minmax,3,0.8469143199520671,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 RT,minmax,3,0.938885560215698,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 RT,minmax,3,0.8553025763930497,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 RT,minmax,4,0.8606950269622529,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 RT,minmax,4,0.8606950269622529,RBF(length_scale=1)
gpc,ECFP4,HIV-1 RT,minmax,4,0.8606950269622529,RBF(length_scale=2)
gpc,ECFP4,HIV-1 RT,minmax,4,0.8606950269622529,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 RT,minmax,4,0.8145596165368484,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 RT,minmax,4,0.8436189334931097,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 RT,minmax,4,0.8496105452366687,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 RT,minmax,4,0.9355901737567406,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 RT,minmax,4,0.8606950269622529,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 RT,std,1,0.847513481126423,RBF(length_scale=0.5)
gpc,MIX,HIV-1 RT,std,1,0.847513481126423,RBF(length_scale=1)
gpc,MIX,HIV-1 RT,std,1,0.847513481126423,RBF(length_scale=2)
gpc,MIX,HIV-1 RT,std,1,0.847513481126423,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 RT,std,1,0.7875973636908329,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 RT,std,1,0.8214499700419413,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 RT,std,1,0.8313361294188136,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 RT,std,1,0.71929298981426,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 RT,std,1,0.847513481126423,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 RT,std,2,0.8454164170161773,RBF(length_scale=0.5)
gpc,MIX,HIV-1 RT,std,2,0.8454164170161773,RBF(length_scale=1)
gpc,MIX,HIV-1 RT,std,2,0.8454164170161773,RBF(length_scale=2)
gpc,MIX,HIV-1 RT,std,2,0.8454164170161773,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 RT,std,2,0.7869982025164769,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 RT,std,2,0.822947872977831,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 RT,std,2,0.8307369682444578,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 RT,std,2,0.2807070101857399,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 RT,std,2,0.8454164170161773,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 RT,std,3,0.8367285799880168,RBF(length_scale=0.5)
gpc,MIX,HIV-1 RT,std,3,0.8367285799880168,RBF(length_scale=1)
gpc,MIX,HIV-1 RT,std,3,0.8367285799880168,RBF(length_scale=2)
gpc,MIX,HIV-1 RT,std,3,0.8367285799880168,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 RT,std,3,0.7783103654883163,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 RT,std,3,0.8103654883163571,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 RT,std,3,0.8196524865188736,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 RT,std,3,0.71929298981426,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 RT,std,3,0.8367285799880168,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 RT,std,4,0.8484122228879568,RBF(length_scale=0.5)
gpc,MIX,HIV-1 RT,std,4,0.8484122228879568,RBF(length_scale=1)
gpc,MIX,HIV-1 RT,std,4,0.8484122228879568,RBF(length_scale=2)
gpc,MIX,HIV-1 RT,std,4,0.8481126423007789,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 RT,std,4,0.7890952666267226,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 RT,std,4,0.822947872977831,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 RT,std,4,0.8337327741162373,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 RT,std,4,0.71929298981426,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 RT,std,4,0.8484122228879568,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 RT,minmax,1,0.8559017375674056,RBF(length_scale=0.5)
gpc,MIX,HIV-1 RT,minmax,1,0.8559017375674056,RBF(length_scale=1)
gpc,MIX,HIV-1 RT,minmax,1,0.8559017375674056,RBF(length_scale=2)
gpc,MIX,HIV-1 RT,minmax,1,0.8559017375674056,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 RT,minmax,1,0.8136608747753146,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 RT,minmax,1,0.8376273217495507,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 RT,minmax,1,0.8448172558418214,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 RT,minmax,1,0.9307968843618932,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 RT,minmax,1,0.8559017375674056,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 RT,minmax,2,0.8582983822648292,RBF(length_scale=0.5)
gpc,MIX,HIV-1 RT,minmax,2,0.8582983822648292,RBF(length_scale=1)
gpc,MIX,HIV-1 RT,minmax,2,0.8582983822648292,RBF(length_scale=2)
gpc,MIX,HIV-1 RT,minmax,2,0.8582983822648292,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 RT,minmax,2,0.8148591971240263,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 RT,minmax,2,0.8400239664469742,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 RT,minmax,2,0.8466147393648892,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 RT,minmax,2,0.9322947872977831,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 RT,minmax,2,0.8582983822648292,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 RT,minmax,3,0.8481126423007789,RBF(length_scale=0.5)
gpc,MIX,HIV-1 RT,minmax,3,0.8481126423007789,RBF(length_scale=1)
gpc,MIX,HIV-1 RT,minmax,3,0.8481126423007789,RBF(length_scale=2)
gpc,MIX,HIV-1 RT,minmax,3,0.8481126423007789,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 RT,minmax,3,0.8055721989215099,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 RT,minmax,3,0.8316357100059916,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 RT,minmax,3,0.8394248052726183,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 RT,minmax,3,0.9364889155182744,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 RT,minmax,3,0.8481126423007789,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 RT,minmax,4,0.8571000599161175,RBF(length_scale=0.5)
gpc,MIX,HIV-1 RT,minmax,4,0.8571000599161175,RBF(length_scale=1)
gpc,MIX,HIV-1 RT,minmax,4,0.8571000599161175,RBF(length_scale=2)
gpc,MIX,HIV-1 RT,minmax,4,0.8571000599161175,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 RT,minmax,4,0.8166566806470941,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 RT,minmax,4,0.8406231276213302,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 RT,minmax,4,0.8454164170161773,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 RT,minmax,4,0.9289994008388256,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 RT,minmax,4,0.8571000599161175,RBF(length_scale=1) + WhiteKernel(noise_level=1)
