model,Descriptor,Enzyme,scaler,split,Accuracy,kernel
gpc,PC,HIV-1 PR,minmax,4,0.9415176413726438,RBF(length_scale=2)
gpc,PC,HIV-1 PR,minmax,4,0.9415176413726438,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,PC,HIV-1 PR,minmax,4,0.9328177863702272,"Matern(length_scale=1, nu=0.5)"
gpc,PC,HIV-1 PR,minmax,4,0.9381343644272596,"Matern(length_scale=1, nu=1.5)"
gpc,PC,HIV-1 PR,minmax,4,0.9400676655389076,"Matern(length_scale=1, nu=2.5)"
gpc,PC,HIV-1 PR,minmax,4,0.9395843402609956,DotProduct(sigma_0=1)
gpc,PC,HIV-1 PR,minmax,4,0.9415176413726438,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 PR,std,1,0.7684871918801354,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 PR,std,1,0.9772837119381343,RBF(length_scale=1)
gpc,ECFP4,HIV-1 PR,std,1,0.9289511841469308,RBF(length_scale=2)
gpc,ECFP4,HIV-1 PR,std,1,0.9289511841469308,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 PR,std,1,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 PR,std,1,0.9782503624939584,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 PR,std,1,0.9787336877718704,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 PR,std,1,0.9275012083131948,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 PR,std,1,0.9772837119381343,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 PR,std,2,0.7689705171580473,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 PR,std,2,0.9816336394393428,RBF(length_scale=1)
gpc,ECFP4,HIV-1 PR,std,2,0.9275012083131948,RBF(length_scale=2)
gpc,ECFP4,HIV-1 PR,std,2,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 PR,std,2,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 PR,std,2,0.9806669888835186,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 PR,std,2,0.9806669888835186,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 PR,std,2,0.9826002899951668,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 PR,std,2,0.9816336394393428,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 PR,std,3,0.7655872402126631,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 PR,std,3,0.9758337361043984,RBF(length_scale=1)
gpc,ECFP4,HIV-1 PR,std,3,0.9299178347027548,RBF(length_scale=2)
gpc,ECFP4,HIV-1 PR,std,3,0.9299178347027548,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 PR,std,3,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 PR,std,3,0.9797003383276944,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 PR,std,3,0.9797003383276944,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 PR,std,3,0.9275012083131948,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 PR,std,3,0.9758337361043984,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 PR,std,4,0.7713871435476075,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 PR,std,4,0.9821169647172548,RBF(length_scale=1)
gpc,ECFP4,HIV-1 PR,std,4,0.9299178347027548,RBF(length_scale=2)
gpc,ECFP4,HIV-1 PR,std,4,0.9299178347027548,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 PR,std,4,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 PR,std,4,0.9806669888835186,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 PR,std,4,0.9806669888835186,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 PR,std,4,0.9275012083131948,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 PR,std,4,0.9821169647172548,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 PR,minmax,1,0.931851135814403,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 PR,minmax,1,0.9275012083131948,RBF(length_scale=1)
gpc,ECFP4,HIV-1 PR,minmax,1,0.9275012083131948,RBF(length_scale=2)
gpc,ECFP4,HIV-1 PR,minmax,1,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 PR,minmax,1,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 PR,minmax,1,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 PR,minmax,1,0.9279845335911068,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 PR,minmax,1,0.9830836152730787,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 PR,minmax,1,0.9275012083131948,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 PR,minmax,2,0.9275012083131948,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 PR,minmax,2,0.9275012083131948,RBF(length_scale=1)
gpc,ECFP4,HIV-1 PR,minmax,2,0.9275012083131948,RBF(length_scale=2)
gpc,ECFP4,HIV-1 PR,minmax,2,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 PR,minmax,2,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 PR,minmax,2,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 PR,minmax,2,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 PR,minmax,2,0.9855002416626388,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 PR,minmax,2,0.9275012083131948,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 PR,minmax,3,0.9284678588690188,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 PR,minmax,3,0.9275012083131948,RBF(length_scale=1)
gpc,ECFP4,HIV-1 PR,minmax,3,0.9275012083131948,RBF(length_scale=2)
gpc,ECFP4,HIV-1 PR,minmax,3,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 PR,minmax,3,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 PR,minmax,3,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 PR,minmax,3,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 PR,minmax,3,0.9830836152730787,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 PR,minmax,3,0.9275012083131948,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 PR,minmax,4,0.9299178347027548,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 PR,minmax,4,0.9275012083131948,RBF(length_scale=1)
gpc,ECFP4,HIV-1 PR,minmax,4,0.9275012083131948,RBF(length_scale=2)
gpc,ECFP4,HIV-1 PR,minmax,4,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 PR,minmax,4,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 PR,minmax,4,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 PR,minmax,4,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 PR,minmax,4,0.9816336394393428,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 PR,minmax,4,0.9275012083131948,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 PR,std,1,0.9299178347027548,RBF(length_scale=0.5)
gpc,MIX,HIV-1 PR,std,1,0.9299178347027548,RBF(length_scale=1)
gpc,MIX,HIV-1 PR,std,1,0.9299178347027548,RBF(length_scale=2)
gpc,MIX,HIV-1 PR,std,1,0.9299178347027548,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 PR,std,1,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 PR,std,1,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 PR,std,1,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 PR,std,1,0.986950217496375,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 PR,std,1,0.9299178347027548,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 PR,std,2,0.9275012083131948,RBF(length_scale=0.5)
gpc,MIX,HIV-1 PR,std,2,0.9275012083131948,RBF(length_scale=1)
gpc,MIX,HIV-1 PR,std,2,0.9275012083131948,RBF(length_scale=2)
gpc,MIX,HIV-1 PR,std,2,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 PR,std,2,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 PR,std,2,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 PR,std,2,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 PR,std,2,0.9835669405509908,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 PR,std,2,0.9275012083131948,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 PR,std,3,0.9279845335911068,RBF(length_scale=0.5)
gpc,MIX,HIV-1 PR,std,3,0.9279845335911068,RBF(length_scale=1)
gpc,MIX,HIV-1 PR,std,3,0.9279845335911068,RBF(length_scale=2)
gpc,MIX,HIV-1 PR,std,3,0.9279845335911068,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 PR,std,3,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 PR,std,3,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 PR,std,3,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 PR,std,3,0.9850169163847268,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 PR,std,3,0.9279845335911068,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 PR,std,4,0.9299178347027548,RBF(length_scale=0.5)
gpc,MIX,HIV-1 PR,std,4,0.9299178347027548,RBF(length_scale=1)
gpc,MIX,HIV-1 PR,std,4,0.9299178347027548,RBF(length_scale=2)
gpc,MIX,HIV-1 PR,std,4,0.9299178347027548,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 PR,std,4,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 PR,std,4,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 PR,std,4,0.9289511841469308,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 PR,std,4,0.9845335911068148,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 PR,std,4,0.9299178347027548,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 PR,minmax,1,0.9275012083131948,RBF(length_scale=0.5)
gpc,MIX,HIV-1 PR,minmax,1,0.9275012083131948,RBF(length_scale=1)
gpc,MIX,HIV-1 PR,minmax,1,0.9275012083131948,RBF(length_scale=2)
gpc,MIX,HIV-1 PR,minmax,1,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 PR,minmax,1,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 PR,minmax,1,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 PR,minmax,1,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 PR,minmax,1,0.9840502658289028,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 PR,minmax,1,0.9275012083131948,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 PR,minmax,2,0.9275012083131948,RBF(length_scale=0.5)
gpc,MIX,HIV-1 PR,minmax,2,0.9275012083131948,RBF(length_scale=1)
gpc,MIX,HIV-1 PR,minmax,2,0.9275012083131948,RBF(length_scale=2)
gpc,MIX,HIV-1 PR,minmax,2,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 PR,minmax,2,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 PR,minmax,2,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 PR,minmax,2,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 PR,minmax,2,0.9816336394393428,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 PR,minmax,2,0.9275012083131948,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 PR,minmax,3,0.9275012083131948,RBF(length_scale=0.5)
gpc,MIX,HIV-1 PR,minmax,3,0.9275012083131948,RBF(length_scale=1)
gpc,MIX,HIV-1 PR,minmax,3,0.9275012083131948,RBF(length_scale=2)
gpc,MIX,HIV-1 PR,minmax,3,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 PR,minmax,3,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 PR,minmax,3,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 PR,minmax,3,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 PR,minmax,3,0.9845335911068148,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 PR,minmax,3,0.9275012083131948,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,MIX,HIV-1 PR,minmax,4,0.9275012083131948,RBF(length_scale=0.5)
gpc,MIX,HIV-1 PR,minmax,4,0.9275012083131948,RBF(length_scale=1)
gpc,MIX,HIV-1 PR,minmax,4,0.9275012083131948,RBF(length_scale=2)
gpc,MIX,HIV-1 PR,minmax,4,0.9275012083131948,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,MIX,HIV-1 PR,minmax,4,0.9275012083131948,"Matern(length_scale=1, nu=0.5)"
gpc,MIX,HIV-1 PR,minmax,4,0.9275012083131948,"Matern(length_scale=1, nu=1.5)"
gpc,MIX,HIV-1 PR,minmax,4,0.9275012083131948,"Matern(length_scale=1, nu=2.5)"
gpc,MIX,HIV-1 PR,minmax,4,0.985983566940551,DotProduct(sigma_0=1)
gpc,MIX,HIV-1 PR,minmax,4,0.9275012083131948,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,PC,HIV-1 RT,std,1,0.8556021569802277,RBF(length_scale=0.5)
gpc,PC,HIV-1 RT,std,1,0.8556021569802277,RBF(length_scale=1)
gpc,PC,HIV-1 RT,std,1,0.8556021569802277,RBF(length_scale=2)
gpc,PC,HIV-1 RT,std,1,0.8556021569802277,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,PC,HIV-1 RT,std,1,0.8514080287597364,"Matern(length_scale=1, nu=0.5)"
gpc,PC,HIV-1 RT,std,1,0.8565008987417615,"Matern(length_scale=1, nu=1.5)"
gpc,PC,HIV-1 RT,std,1,0.8585979628520072,"Matern(length_scale=1, nu=2.5)"
gpc,PC,HIV-1 RT,std,1,0.8184541641701618,DotProduct(sigma_0=1)
gpc,PC,HIV-1 RT,std,1,0.8556021569802277,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,PC,HIV-1 RT,std,2,0.8541042540443379,RBF(length_scale=0.5)
gpc,PC,HIV-1 RT,std,2,0.8541042540443379,RBF(length_scale=1)
gpc,PC,HIV-1 RT,std,2,0.8541042540443379,RBF(length_scale=2)
gpc,PC,HIV-1 RT,std,2,0.8541042540443379,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,PC,HIV-1 RT,std,2,0.8538046734571599,"Matern(length_scale=1, nu=0.5)"
gpc,PC,HIV-1 RT,std,2,0.8547034152186939,"Matern(length_scale=1, nu=1.5)"
gpc,PC,HIV-1 RT,std,2,0.8556021569802277,"Matern(length_scale=1, nu=2.5)"
gpc,PC,HIV-1 RT,std,2,0.8187537447573398,DotProduct(sigma_0=1)
gpc,PC,HIV-1 RT,std,2,0.8541042540443379,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,PC,HIV-1 RT,std,3,0.8526063511084482,RBF(length_scale=0.5)
gpc,PC,HIV-1 RT,std,3,0.8526063511084482,RBF(length_scale=1)
gpc,PC,HIV-1 RT,std,3,0.8526063511084482,RBF(length_scale=2)
gpc,PC,HIV-1 RT,std,3,0.8526063511084482,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,PC,HIV-1 RT,std,3,0.8445176752546435,"Matern(length_scale=1, nu=0.5)"
gpc,PC,HIV-1 RT,std,3,0.8496105452366687,"Matern(length_scale=1, nu=1.5)"
gpc,PC,HIV-1 RT,std,3,0.8514080287597364,"Matern(length_scale=1, nu=2.5)"
gpc,PC,HIV-1 RT,std,3,0.8142600359496704,DotProduct(sigma_0=1)
gpc,PC,HIV-1 RT,std,3,0.8526063511084482,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,PC,HIV-1 RT,std,4,0.8553025763930497,RBF(length_scale=0.5)
gpc,PC,HIV-1 RT,std,4,0.8553025763930497,RBF(length_scale=1)
gpc,PC,HIV-1 RT,std,4,0.8553025763930497,RBF(length_scale=2)
gpc,PC,HIV-1 RT,std,4,0.8553025763930497,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,PC,HIV-1 RT,std,4,0.8502097064110246,"Matern(length_scale=1, nu=0.5)"
gpc,PC,HIV-1 RT,std,4,0.8559017375674056,"Matern(length_scale=1, nu=1.5)"
gpc,PC,HIV-1 RT,std,4,0.8556021569802277,"Matern(length_scale=1, nu=2.5)"
gpc,PC,HIV-1 RT,std,4,0.8205512282804074,DotProduct(sigma_0=1)
gpc,PC,HIV-1 RT,std,4,0.8553025763930497,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,PC,HIV-1 RT,minmax,1,0.8490113840623128,RBF(length_scale=0.5)
gpc,PC,HIV-1 RT,minmax,1,0.8490113840623128,RBF(length_scale=1)
gpc,PC,HIV-1 RT,minmax,1,0.8490113840623128,RBF(length_scale=2)
gpc,PC,HIV-1 RT,minmax,1,0.8490113840623128,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,PC,HIV-1 RT,minmax,1,0.847513481126423,"Matern(length_scale=1, nu=0.5)"
gpc,PC,HIV-1 RT,minmax,1,0.8508088675853804,"Matern(length_scale=1, nu=1.5)"
gpc,PC,HIV-1 RT,minmax,1,0.8532055122828041,"Matern(length_scale=1, nu=2.5)"
gpc,PC,HIV-1 RT,minmax,1,0.7968843618933493,DotProduct(sigma_0=1)
gpc,PC,HIV-1 RT,minmax,1,0.8490113840623128,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,PC,HIV-1 RT,minmax,2,0.8466147393648892,RBF(length_scale=0.5)
gpc,PC,HIV-1 RT,minmax,2,0.8466147393648892,RBF(length_scale=1)
gpc,PC,HIV-1 RT,minmax,2,0.8466147393648892,RBF(length_scale=2)
gpc,PC,HIV-1 RT,minmax,2,0.8463151587777112,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,PC,HIV-1 RT,minmax,2,0.8463151587777112,"Matern(length_scale=1, nu=0.5)"
gpc,PC,HIV-1 RT,minmax,2,0.8529059316956261,"Matern(length_scale=1, nu=1.5)"
gpc,PC,HIV-1 RT,minmax,2,0.8523067705212702,"Matern(length_scale=1, nu=2.5)"
gpc,PC,HIV-1 RT,minmax,2,0.8007789095266626,DotProduct(sigma_0=1)
gpc,PC,HIV-1 RT,minmax,2,0.8466147393648892,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,PC,HIV-1 RT,minmax,3,0.8472139005392451,RBF(length_scale=0.5)
gpc,PC,HIV-1 RT,minmax,3,0.8472139005392451,RBF(length_scale=1)
gpc,PC,HIV-1 RT,minmax,3,0.8472139005392451,RBF(length_scale=2)
gpc,PC,HIV-1 RT,minmax,3,0.8472139005392451,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,PC,HIV-1 RT,minmax,3,0.8439185140802876,"Matern(length_scale=1, nu=0.5)"
gpc,PC,HIV-1 RT,minmax,3,0.8466147393648892,"Matern(length_scale=1, nu=1.5)"
gpc,PC,HIV-1 RT,minmax,3,0.8466147393648892,"Matern(length_scale=1, nu=2.5)"
gpc,PC,HIV-1 RT,minmax,3,0.8004793289394847,DotProduct(sigma_0=1)
gpc,PC,HIV-1 RT,minmax,3,0.8472139005392451,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,PC,HIV-1 RT,minmax,4,0.8505092869982025,RBF(length_scale=0.5)
gpc,PC,HIV-1 RT,minmax,4,0.8505092869982025,RBF(length_scale=1)
gpc,PC,HIV-1 RT,minmax,4,0.8505092869982025,RBF(length_scale=2)
gpc,PC,HIV-1 RT,minmax,4,0.8505092869982025,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,PC,HIV-1 RT,minmax,4,0.8445176752546435,"Matern(length_scale=1, nu=0.5)"
gpc,PC,HIV-1 RT,minmax,4,0.8508088675853804,"Matern(length_scale=1, nu=1.5)"
gpc,PC,HIV-1 RT,minmax,4,0.8526063511084482,"Matern(length_scale=1, nu=2.5)"
gpc,PC,HIV-1 RT,minmax,4,0.7995805871779509,DotProduct(sigma_0=1)
gpc,PC,HIV-1 RT,minmax,4,0.8505092869982025,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 RT,std,1,0.7696225284601558,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 RT,std,1,0.9466746554823248,RBF(length_scale=1)
gpc,ECFP4,HIV-1 RT,std,1,0.8373277411623726,RBF(length_scale=2)
gpc,ECFP4,HIV-1 RT,std,1,0.8373277411623726,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 RT,std,1,0.9496704613541044,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 RT,std,1,0.9490713001797484,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 RT,std,1,0.9478729778310364,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 RT,std,1,0.9301977231875376,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 RT,std,1,0.9466746554823248,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 RT,std,2,0.7741162372678251,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 RT,std,2,0.9475733972438586,RBF(length_scale=1)
gpc,ECFP4,HIV-1 RT,std,2,0.9484721390053924,RBF(length_scale=2)
gpc,ECFP4,HIV-1 RT,std,2,0.8388256440982624,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 RT,std,2,0.9478729778310364,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 RT,std,2,0.9493708807669264,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 RT,std,2,0.9496704613541044,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 RT,std,2,0.2807070101857399,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 RT,std,2,0.9475733972438586,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 RT,std,3,0.7660275614140204,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 RT,std,3,0.9490713001797484,RBF(length_scale=1)
gpc,ECFP4,HIV-1 RT,std,3,0.9484721390053924,RBF(length_scale=2)
gpc,ECFP4,HIV-1 RT,std,3,0.841521869382864,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 RT,std,3,0.9493708807669264,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 RT,std,3,0.9493708807669264,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 RT,std,3,0.9493708807669264,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 RT,std,3,0.71929298981426,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 RT,std,3,0.9487717195925705,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 RT,std,4,0.767825044937088,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 RT,std,4,0.9490713001797484,RBF(length_scale=1)
gpc,ECFP4,HIV-1 RT,std,4,0.8424206111443978,RBF(length_scale=2)
gpc,ECFP4,HIV-1 RT,std,4,0.8424206111443978,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 RT,std,4,0.952067106051528,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 RT,std,4,0.950569203115638,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 RT,std,4,0.95026962252846,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 RT,std,4,0.71929298981426,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 RT,std,4,0.9490713001797484,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 RT,minmax,1,0.8529059316956261,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 RT,minmax,1,0.8529059316956261,RBF(length_scale=1)
gpc,ECFP4,HIV-1 RT,minmax,1,0.8529059316956261,RBF(length_scale=2)
gpc,ECFP4,HIV-1 RT,minmax,1,0.8529059316956261,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 RT,minmax,1,0.8130617136009587,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 RT,minmax,1,0.8385260635110845,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 RT,minmax,1,0.8457159976033553,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 RT,minmax,1,0.9334931096464948,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 RT,minmax,1,0.8529059316956261,RBF(length_scale=1) + WhiteKernel(noise_level=1)
gpc,ECFP4,HIV-1 RT,minmax,2,0.8553025763930497,RBF(length_scale=0.5)
gpc,ECFP4,HIV-1 RT,minmax,2,0.8553025763930497,RBF(length_scale=1)
gpc,ECFP4,HIV-1 RT,minmax,2,0.8553025763930497,RBF(length_scale=2)
gpc,ECFP4,HIV-1 RT,minmax,2,0.8553025763930497,"RationalQuadratic(alpha=1, length_scale=1)"
gpc,ECFP4,HIV-1 RT,minmax,2,0.811264230077891,"Matern(length_scale=1, nu=0.5)"
gpc,ECFP4,HIV-1 RT,minmax,2,0.8376273217495507,"Matern(length_scale=1, nu=1.5)"
gpc,ECFP4,HIV-1 RT,minmax,2,0.8427201917315758,"Matern(length_scale=1, nu=2.5)"
gpc,ECFP4,HIV-1 RT,minmax,2,0.9319952067106052,DotProduct(sigma_0=1)
gpc,ECFP4,HIV-1 RT,minmax,2,0.8553025763930497,RBF(length_scale=1) + WhiteKernel(noise_level=1)
