model,Descriptor,Enzyme,scaler,split,Accuracy,max_depth
dtc,MIX,HIV-1 RT,minmax,1,0.9221090473337328,100
dtc,MIX,HIV-1 RT,minmax,1,0.9221090473337328,200
dtc,MIX,HIV-1 RT,minmax,2,0.71929298981426,1
dtc,MIX,HIV-1 RT,minmax,2,0.7869982025164769,3
dtc,MIX,HIV-1 RT,minmax,2,0.8367285799880168,5
dtc,MIX,HIV-1 RT,minmax,2,0.9059316956261234,10
dtc,MIX,HIV-1 RT,minmax,2,0.9179149191132414,15
dtc,MIX,HIV-1 RT,minmax,2,0.9248052726183345,20
dtc,MIX,HIV-1 RT,minmax,2,0.9245056920311564,50
dtc,MIX,HIV-1 RT,minmax,2,0.9245056920311564,100
dtc,MIX,HIV-1 RT,minmax,2,0.9245056920311564,200
dtc,MIX,HIV-1 RT,minmax,3,0.71929298981426,1
dtc,MIX,HIV-1 RT,minmax,3,0.7884961054523667,3
dtc,MIX,HIV-1 RT,minmax,3,0.8337327741162373,5
dtc,MIX,HIV-1 RT,minmax,3,0.9005392450569203,10
dtc,MIX,HIV-1 RT,minmax,3,0.9104254044337928,15
dtc,MIX,HIV-1 RT,minmax,3,0.9194128220491312,20
dtc,MIX,HIV-1 RT,minmax,3,0.9230077890952666,50
dtc,MIX,HIV-1 RT,minmax,3,0.9230077890952666,100
dtc,MIX,HIV-1 RT,minmax,3,0.9230077890952666,200
dtc,MIX,HIV-1 RT,minmax,4,0.71929298981426,1
dtc,MIX,HIV-1 RT,minmax,4,0.7834032354703415,3
dtc,MIX,HIV-1 RT,minmax,4,0.8406231276213302,5
dtc,MIX,HIV-1 RT,minmax,4,0.9062312762133014,10
dtc,MIX,HIV-1 RT,minmax,4,0.9128220491312165,15
dtc,MIX,HIV-1 RT,minmax,4,0.9161174355901738,20
dtc,MIX,HIV-1 RT,minmax,4,0.9200119832234872,50
dtc,MIX,HIV-1 RT,minmax,4,0.9200119832234872,100
dtc,MIX,HIV-1 RT,minmax,4,0.9200119832234872,200
