Descriptor,Enzyme,model,scaler,split,Accuracy,criterion,n_estimators
PC,PR,rfc,minmax,2,0.9840502658289028,entropy,100
PC,PR,rfc,minmax,2,0.9835669405509908,entropy,500
PC,PR,rfc,minmax,2,0.9830836152730787,entropy,1000
PC,PR,rfc,minmax,2,0.9830836152730787,entropy,1500
PC,PR,rfc,minmax,2,0.9821169647172548,entropy,2000
PC,PR,rfc,minmax,2,0.9835669405509908,log_loss,100
PC,PR,rfc,minmax,2,0.9840502658289028,log_loss,500
PC,PR,rfc,minmax,2,0.9835669405509908,log_loss,1000
PC,PR,rfc,minmax,2,0.9826002899951668,log_loss,1500
PC,PR,rfc,minmax,2,0.9835669405509908,log_loss,2000
PC,PR,rfc,minmax,3,0.9782503624939584,gini,100
PC,PR,rfc,minmax,3,0.9792170130497824,gini,500
PC,PR,rfc,minmax,3,0.9787336877718704,gini,1000
PC,PR,rfc,minmax,3,0.9797003383276944,gini,1500
PC,PR,rfc,minmax,3,0.9787336877718704,gini,2000
PC,PR,rfc,minmax,3,0.9772837119381343,entropy,100
PC,PR,rfc,minmax,3,0.9777670372160464,entropy,500
PC,PR,rfc,minmax,3,0.9782503624939584,entropy,1000
PC,PR,rfc,minmax,3,0.9777670372160464,entropy,1500
PC,PR,rfc,minmax,3,0.9777670372160464,entropy,2000
PC,PR,rfc,minmax,3,0.9772837119381343,log_loss,100
PC,PR,rfc,minmax,3,0.9777670372160464,log_loss,500
PC,PR,rfc,minmax,3,0.9782503624939584,log_loss,1000
PC,PR,rfc,minmax,3,0.9782503624939584,log_loss,1500
PC,PR,rfc,minmax,3,0.9777670372160464,log_loss,2000
PC,PR,rfc,minmax,4,0.9826002899951668,gini,100
PC,PR,rfc,minmax,4,0.9830836152730787,gini,500
PC,PR,rfc,minmax,4,0.9830836152730787,gini,1000
PC,PR,rfc,minmax,4,0.9816336394393428,gini,1500
PC,PR,rfc,minmax,4,0.9826002899951668,gini,2000
PC,PR,rfc,minmax,4,0.9801836636056066,entropy,100
PC,PR,rfc,minmax,4,0.9821169647172548,entropy,500
PC,PR,rfc,minmax,4,0.9806669888835186,entropy,1000
PC,PR,rfc,minmax,4,0.9811503141614306,entropy,1500
PC,PR,rfc,minmax,4,0.9816336394393428,entropy,2000
PC,PR,rfc,minmax,4,0.9816336394393428,log_loss,100
PC,PR,rfc,minmax,4,0.9816336394393428,log_loss,500
PC,PR,rfc,minmax,4,0.9801836636056066,log_loss,1000
PC,PR,rfc,minmax,4,0.9811503141614306,log_loss,1500
PC,PR,rfc,minmax,4,0.9811503141614306,log_loss,2000
ECFP4,PR,rfc,std,1,0.9792170130497824,gini,100
ECFP4,PR,rfc,std,1,0.9792170130497824,gini,500
ECFP4,PR,rfc,std,1,0.9782503624939584,gini,1000
ECFP4,PR,rfc,std,1,0.9787336877718704,gini,1500
ECFP4,PR,rfc,std,1,0.9787336877718704,gini,2000
ECFP4,PR,rfc,std,1,0.9787336877718704,entropy,100
ECFP4,PR,rfc,std,1,0.9792170130497824,entropy,500
ECFP4,PR,rfc,std,1,0.9797003383276944,entropy,1000
ECFP4,PR,rfc,std,1,0.9792170130497824,entropy,1500
ECFP4,PR,rfc,std,1,0.9792170130497824,entropy,2000
ECFP4,PR,rfc,std,1,0.9792170130497824,log_loss,100
ECFP4,PR,rfc,std,1,0.9772837119381343,log_loss,500
ECFP4,PR,rfc,std,1,0.9792170130497824,log_loss,1000
ECFP4,PR,rfc,std,1,0.9787336877718704,log_loss,1500
ECFP4,PR,rfc,std,1,0.9782503624939584,log_loss,2000
ECFP4,PR,rfc,std,2,0.9811503141614306,gini,100
ECFP4,PR,rfc,std,2,0.9801836636056066,gini,500
ECFP4,PR,rfc,std,2,0.9806669888835186,gini,1000
ECFP4,PR,rfc,std,2,0.9806669888835186,gini,1500
ECFP4,PR,rfc,std,2,0.9806669888835186,gini,2000
ECFP4,PR,rfc,std,2,0.9801836636056066,entropy,100
ECFP4,PR,rfc,std,2,0.9806669888835186,entropy,500
ECFP4,PR,rfc,std,2,0.9806669888835186,entropy,1000
ECFP4,PR,rfc,std,2,0.9806669888835186,entropy,1500
ECFP4,PR,rfc,std,2,0.9806669888835186,entropy,2000
ECFP4,PR,rfc,std,2,0.9811503141614306,log_loss,100
ECFP4,PR,rfc,std,2,0.9811503141614306,log_loss,500
ECFP4,PR,rfc,std,2,0.9806669888835186,log_loss,1000
ECFP4,PR,rfc,std,2,0.9816336394393428,log_loss,1500
ECFP4,PR,rfc,std,2,0.9801836636056066,log_loss,2000
ECFP4,PR,rfc,std,3,0.9758337361043984,gini,100
ECFP4,PR,rfc,std,3,0.9758337361043984,gini,500
ECFP4,PR,rfc,std,3,0.9748670855485742,gini,1000
ECFP4,PR,rfc,std,3,0.9753504108264862,gini,1500
ECFP4,PR,rfc,std,3,0.9758337361043984,gini,2000
ECFP4,PR,rfc,std,3,0.9777670372160464,entropy,100
ECFP4,PR,rfc,std,3,0.9772837119381343,entropy,500
ECFP4,PR,rfc,std,3,0.9777670372160464,entropy,1000
ECFP4,PR,rfc,std,3,0.9772837119381343,entropy,1500
ECFP4,PR,rfc,std,3,0.9777670372160464,entropy,2000
ECFP4,PR,rfc,std,3,0.9763170613823104,log_loss,100
ECFP4,PR,rfc,std,3,0.9782503624939584,log_loss,500
ECFP4,PR,rfc,std,3,0.9777670372160464,log_loss,1000
ECFP4,PR,rfc,std,3,0.9777670372160464,log_loss,1500
ECFP4,PR,rfc,std,3,0.9772837119381343,log_loss,2000
ECFP4,PR,rfc,std,4,0.9787336877718704,gini,100
ECFP4,PR,rfc,std,4,0.9787336877718704,gini,500
ECFP4,PR,rfc,std,4,0.9787336877718704,gini,1000
ECFP4,PR,rfc,std,4,0.9787336877718704,gini,1500
ECFP4,PR,rfc,std,4,0.9787336877718704,gini,2000
ECFP4,PR,rfc,std,4,0.9801836636056066,entropy,100
ECFP4,PR,rfc,std,4,0.9801836636056066,entropy,500
ECFP4,PR,rfc,std,4,0.9801836636056066,entropy,1000
ECFP4,PR,rfc,std,4,0.9801836636056066,entropy,1500
ECFP4,PR,rfc,std,4,0.9797003383276944,entropy,2000
ECFP4,PR,rfc,std,4,0.9792170130497824,log_loss,100
ECFP4,PR,rfc,std,4,0.9806669888835186,log_loss,500
ECFP4,PR,rfc,std,4,0.9797003383276944,log_loss,1000
ECFP4,PR,rfc,std,4,0.9801836636056066,log_loss,1500
ECFP4,PR,rfc,std,4,0.9797003383276944,log_loss,2000
ECFP4,PR,rfc,minmax,1,0.9801836636056066,gini,100
ECFP4,PR,rfc,minmax,1,0.9792170130497824,gini,500
ECFP4,PR,rfc,minmax,1,0.9782503624939584,gini,1000
ECFP4,PR,rfc,minmax,1,0.9787336877718704,gini,1500
ECFP4,PR,rfc,minmax,1,0.9792170130497824,gini,2000
ECFP4,PR,rfc,minmax,1,0.9782503624939584,entropy,100
ECFP4,PR,rfc,minmax,1,0.9792170130497824,entropy,500
ECFP4,PR,rfc,minmax,1,0.9787336877718704,entropy,1000
ECFP4,PR,rfc,minmax,1,0.9782503624939584,entropy,1500
ECFP4,PR,rfc,minmax,1,0.9787336877718704,entropy,2000
ECFP4,PR,rfc,minmax,1,0.9792170130497824,log_loss,100
ECFP4,PR,rfc,minmax,1,0.9792170130497824,log_loss,500
ECFP4,PR,rfc,minmax,1,0.9792170130497824,log_loss,1000
ECFP4,PR,rfc,minmax,1,0.9792170130497824,log_loss,1500
ECFP4,PR,rfc,minmax,1,0.9792170130497824,log_loss,2000
ECFP4,PR,rfc,minmax,2,0.9797003383276944,gini,100
ECFP4,PR,rfc,minmax,2,0.9811503141614306,gini,500
ECFP4,PR,rfc,minmax,2,0.9811503141614306,gini,1000
ECFP4,PR,rfc,minmax,2,0.9806669888835186,gini,1500
ECFP4,PR,rfc,minmax,2,0.9806669888835186,gini,2000
ECFP4,PR,rfc,minmax,2,0.9811503141614306,entropy,100
ECFP4,PR,rfc,minmax,2,0.9806669888835186,entropy,500
ECFP4,PR,rfc,minmax,2,0.9806669888835186,entropy,1000
ECFP4,PR,rfc,minmax,2,0.9806669888835186,entropy,1500
ECFP4,PR,rfc,minmax,2,0.9801836636056066,entropy,2000
ECFP4,PR,rfc,minmax,2,0.9801836636056066,log_loss,100
ECFP4,PR,rfc,minmax,2,0.9806669888835186,log_loss,500
ECFP4,PR,rfc,minmax,2,0.9801836636056066,log_loss,1000
ECFP4,PR,rfc,minmax,2,0.9806669888835186,log_loss,1500
ECFP4,PR,rfc,minmax,2,0.9801836636056066,log_loss,2000
ECFP4,PR,rfc,minmax,3,0.97390043499275,gini,100
ECFP4,PR,rfc,minmax,3,0.9758337361043984,gini,500
ECFP4,PR,rfc,minmax,3,0.9753504108264862,gini,1000
ECFP4,PR,rfc,minmax,3,0.9758337361043984,gini,1500
ECFP4,PR,rfc,minmax,3,0.9758337361043984,gini,2000
ECFP4,PR,rfc,minmax,3,0.9772837119381343,entropy,100
ECFP4,PR,rfc,minmax,3,0.9772837119381343,entropy,500
ECFP4,PR,rfc,minmax,3,0.9777670372160464,entropy,1000
ECFP4,PR,rfc,minmax,3,0.9777670372160464,entropy,1500
ECFP4,PR,rfc,minmax,3,0.9772837119381343,entropy,2000
ECFP4,PR,rfc,minmax,3,0.9777670372160464,log_loss,100
ECFP4,PR,rfc,minmax,3,0.9782503624939584,log_loss,500
ECFP4,PR,rfc,minmax,3,0.9777670372160464,log_loss,1000
ECFP4,PR,rfc,minmax,3,0.9787336877718704,log_loss,1500
ECFP4,PR,rfc,minmax,3,0.9782503624939584,log_loss,2000
ECFP4,PR,rfc,minmax,4,0.9792170130497824,gini,100
ECFP4,PR,rfc,minmax,4,0.9787336877718704,gini,500
ECFP4,PR,rfc,minmax,4,0.9787336877718704,gini,1000
ECFP4,PR,rfc,minmax,4,0.9787336877718704,gini,1500
ECFP4,PR,rfc,minmax,4,0.9787336877718704,gini,2000
ECFP4,PR,rfc,minmax,4,0.9792170130497824,entropy,100
ECFP4,PR,rfc,minmax,4,0.9792170130497824,entropy,500
ECFP4,PR,rfc,minmax,4,0.9797003383276944,entropy,1000
ECFP4,PR,rfc,minmax,4,0.9797003383276944,entropy,1500
ECFP4,PR,rfc,minmax,4,0.9797003383276944,entropy,2000
ECFP4,PR,rfc,minmax,4,0.9777670372160464,log_loss,100
ECFP4,PR,rfc,minmax,4,0.9797003383276944,log_loss,500
ECFP4,PR,rfc,minmax,4,0.9792170130497824,log_loss,1000
ECFP4,PR,rfc,minmax,4,0.9792170130497824,log_loss,1500
ECFP4,PR,rfc,minmax,4,0.9797003383276944,log_loss,2000
MIX,PR,rfc,std,1,0.9826002899951668,gini,100
MIX,PR,rfc,std,1,0.9835669405509908,gini,500
MIX,PR,rfc,std,1,0.9826002899951668,gini,1000
MIX,PR,rfc,std,1,0.9835669405509908,gini,1500
MIX,PR,rfc,std,1,0.9835669405509908,gini,2000
MIX,PR,rfc,std,1,0.9830836152730787,entropy,100
MIX,PR,rfc,std,1,0.9840502658289028,entropy,500
MIX,PR,rfc,std,1,0.9835669405509908,entropy,1000
MIX,PR,rfc,std,1,0.9835669405509908,entropy,1500
MIX,PR,rfc,std,1,0.9835669405509908,entropy,2000
MIX,PR,rfc,std,1,0.9811503141614306,log_loss,100
MIX,PR,rfc,std,1,0.9821169647172548,log_loss,500
MIX,PR,rfc,std,1,0.9835669405509908,log_loss,1000
MIX,PR,rfc,std,1,0.9835669405509908,log_loss,1500
MIX,PR,rfc,std,1,0.9840502658289028,log_loss,2000
MIX,PR,rfc,std,2,0.9777670372160464,gini,100
MIX,PR,rfc,std,2,0.9777670372160464,gini,500
MIX,PR,rfc,std,2,0.9777670372160464,gini,1000
MIX,PR,rfc,std,2,0.9782503624939584,gini,1500
MIX,PR,rfc,std,2,0.9777670372160464,gini,2000
MIX,PR,rfc,std,2,0.9811503141614306,entropy,100
MIX,PR,rfc,std,2,0.9787336877718704,entropy,500
MIX,PR,rfc,std,2,0.9792170130497824,entropy,1000
MIX,PR,rfc,std,2,0.9797003383276944,entropy,1500
MIX,PR,rfc,std,2,0.9787336877718704,entropy,2000
MIX,PR,rfc,std,2,0.9797003383276944,log_loss,100
MIX,PR,rfc,std,2,0.9792170130497824,log_loss,500
MIX,PR,rfc,std,2,0.9777670372160464,log_loss,1000
MIX,PR,rfc,std,2,0.9792170130497824,log_loss,1500
MIX,PR,rfc,std,2,0.9787336877718704,log_loss,2000
MIX,PR,rfc,std,3,0.9782503624939584,gini,100
MIX,PR,rfc,std,3,0.9782503624939584,gini,500
MIX,PR,rfc,std,3,0.9782503624939584,gini,1000
MIX,PR,rfc,std,3,0.9782503624939584,gini,1500
MIX,PR,rfc,std,3,0.9787336877718704,gini,2000
MIX,PR,rfc,std,3,0.9792170130497824,entropy,100
MIX,PR,rfc,std,3,0.9792170130497824,entropy,500
MIX,PR,rfc,std,3,0.9777670372160464,entropy,1000
MIX,PR,rfc,std,3,0.9787336877718704,entropy,1500
MIX,PR,rfc,std,3,0.9792170130497824,entropy,2000
MIX,PR,rfc,std,3,0.9782503624939584,log_loss,100
MIX,PR,rfc,std,3,0.9797003383276944,log_loss,500
MIX,PR,rfc,std,3,0.9797003383276944,log_loss,1000
MIX,PR,rfc,std,3,0.9787336877718704,log_loss,1500
MIX,PR,rfc,std,3,0.9792170130497824,log_loss,2000
MIX,PR,rfc,std,4,0.9801836636056066,gini,100
MIX,PR,rfc,std,4,0.9806669888835186,gini,500
MIX,PR,rfc,std,4,0.9797003383276944,gini,1000
MIX,PR,rfc,std,4,0.9801836636056066,gini,1500
MIX,PR,rfc,std,4,0.9792170130497824,gini,2000
MIX,PR,rfc,std,4,0.9816336394393428,entropy,100
MIX,PR,rfc,std,4,0.9821169647172548,entropy,500
MIX,PR,rfc,std,4,0.9816336394393428,entropy,1000
MIX,PR,rfc,std,4,0.9816336394393428,entropy,1500
MIX,PR,rfc,std,4,0.9816336394393428,entropy,2000
MIX,PR,rfc,std,4,0.9821169647172548,log_loss,100
MIX,PR,rfc,std,4,0.9821169647172548,log_loss,500
MIX,PR,rfc,std,4,0.9816336394393428,log_loss,1000
MIX,PR,rfc,std,4,0.9821169647172548,log_loss,1500
MIX,PR,rfc,std,4,0.9821169647172548,log_loss,2000
MIX,PR,rfc,minmax,1,0.9797003383276944,gini,100
MIX,PR,rfc,minmax,1,0.9835669405509908,gini,500
MIX,PR,rfc,minmax,1,0.9826002899951668,gini,1000
MIX,PR,rfc,minmax,1,0.9830836152730787,gini,1500
MIX,PR,rfc,minmax,1,0.9830836152730787,gini,2000
MIX,PR,rfc,minmax,1,0.9835669405509908,entropy,100
MIX,PR,rfc,minmax,1,0.9826002899951668,entropy,500
MIX,PR,rfc,minmax,1,0.9826002899951668,entropy,1000
MIX,PR,rfc,minmax,1,0.9835669405509908,entropy,1500
MIX,PR,rfc,minmax,1,0.9835669405509908,entropy,2000
MIX,PR,rfc,minmax,1,0.9835669405509908,log_loss,100
MIX,PR,rfc,minmax,1,0.9826002899951668,log_loss,500
MIX,PR,rfc,minmax,1,0.9835669405509908,log_loss,1000
MIX,PR,rfc,minmax,1,0.9821169647172548,log_loss,1500
MIX,PR,rfc,minmax,1,0.9835669405509908,log_loss,2000
MIX,PR,rfc,minmax,2,0.9782503624939584,gini,100
MIX,PR,rfc,minmax,2,0.9782503624939584,gini,500
MIX,PR,rfc,minmax,2,0.9777670372160464,gini,1000
MIX,PR,rfc,minmax,2,0.9787336877718704,gini,1500
MIX,PR,rfc,minmax,2,0.9777670372160464,gini,2000
MIX,PR,rfc,minmax,2,0.9797003383276944,entropy,100
MIX,PR,rfc,minmax,2,0.9782503624939584,entropy,500
MIX,PR,rfc,minmax,2,0.9792170130497824,entropy,1000
MIX,PR,rfc,minmax,2,0.9792170130497824,entropy,1500
MIX,PR,rfc,minmax,2,0.9787336877718704,entropy,2000
MIX,PR,rfc,minmax,2,0.9811503141614306,log_loss,100
MIX,PR,rfc,minmax,2,0.9787336877718704,log_loss,500
MIX,PR,rfc,minmax,2,0.9787336877718704,log_loss,1000
MIX,PR,rfc,minmax,2,0.9792170130497824,log_loss,1500
MIX,PR,rfc,minmax,2,0.9782503624939584,log_loss,2000
MIX,PR,rfc,minmax,3,0.9797003383276944,gini,100
MIX,PR,rfc,minmax,3,0.9782503624939584,gini,500
MIX,PR,rfc,minmax,3,0.9787336877718704,gini,1000
MIX,PR,rfc,minmax,3,0.9782503624939584,gini,1500
MIX,PR,rfc,minmax,3,0.9787336877718704,gini,2000
MIX,PR,rfc,minmax,3,0.9792170130497824,entropy,100
MIX,PR,rfc,minmax,3,0.9782503624939584,entropy,500
MIX,PR,rfc,minmax,3,0.9787336877718704,entropy,1000
MIX,PR,rfc,minmax,3,0.9792170130497824,entropy,1500
MIX,PR,rfc,minmax,3,0.9792170130497824,entropy,2000
MIX,PR,rfc,minmax,3,0.9797003383276944,log_loss,100
MIX,PR,rfc,minmax,3,0.9792170130497824,log_loss,500
MIX,PR,rfc,minmax,3,0.9787336877718704,log_loss,1000
MIX,PR,rfc,minmax,3,0.9787336877718704,log_loss,1500
MIX,PR,rfc,minmax,3,0.9792170130497824,log_loss,2000
MIX,PR,rfc,minmax,4,0.9792170130497824,gini,100
MIX,PR,rfc,minmax,4,0.9801836636056066,gini,500
MIX,PR,rfc,minmax,4,0.9797003383276944,gini,1000
MIX,PR,rfc,minmax,4,0.9792170130497824,gini,1500
MIX,PR,rfc,minmax,4,0.9801836636056066,gini,2000
MIX,PR,rfc,minmax,4,0.9806669888835186,entropy,100
MIX,PR,rfc,minmax,4,0.9816336394393428,entropy,500
MIX,PR,rfc,minmax,4,0.9821169647172548,entropy,1000
MIX,PR,rfc,minmax,4,0.9821169647172548,entropy,1500
MIX,PR,rfc,minmax,4,0.9826002899951668,entropy,2000
MIX,PR,rfc,minmax,4,0.9830836152730787,log_loss,100
MIX,PR,rfc,minmax,4,0.9816336394393428,log_loss,500
MIX,PR,rfc,minmax,4,0.9801836636056066,log_loss,1000
MIX,PR,rfc,minmax,4,0.9816336394393428,log_loss,1500
MIX,PR,rfc,minmax,4,0.9816336394393428,log_loss,2000
PC,RT,rfc,std,1,0.9538645895745956,gini,100
PC,RT,rfc,std,1,0.9544637507489516,gini,500
PC,RT,rfc,std,1,0.9556620730976632,gini,1000
PC,RT,rfc,std,1,0.9544637507489516,gini,1500
PC,RT,rfc,std,1,0.9559616536848412,gini,2000
PC,RT,rfc,std,1,0.950868783702816,entropy,100
PC,RT,rfc,std,1,0.9526662672258838,entropy,500
PC,RT,rfc,std,1,0.9547633313361296,entropy,1000
PC,RT,rfc,std,1,0.9541641701617736,entropy,1500
PC,RT,rfc,std,1,0.9553624925104852,entropy,2000
PC,RT,rfc,std,1,0.9526662672258838,log_loss,100
PC,RT,rfc,std,1,0.9526662672258838,log_loss,500
PC,RT,rfc,std,1,0.9547633313361296,log_loss,1000
PC,RT,rfc,std,1,0.9547633313361296,log_loss,1500
PC,RT,rfc,std,1,0.9550629119233074,log_loss,2000
PC,RT,rfc,std,2,0.951168364289994,gini,100
PC,RT,rfc,std,2,0.9526662672258838,gini,500
PC,RT,rfc,std,2,0.951467944877172,gini,1000
PC,RT,rfc,std,2,0.952067106051528,gini,1500
PC,RT,rfc,std,2,0.95176752546435,gini,2000
PC,RT,rfc,std,2,0.95026962252846,entropy,100
PC,RT,rfc,std,2,0.950569203115638,entropy,500
PC,RT,rfc,std,2,0.9496704613541044,entropy,1000
PC,RT,rfc,std,2,0.9493708807669264,entropy,1500
PC,RT,rfc,std,2,0.9499700419412822,entropy,2000
PC,RT,rfc,std,2,0.9496704613541044,log_loss,100
PC,RT,rfc,std,2,0.950868783702816,log_loss,500
PC,RT,rfc,std,2,0.951168364289994,log_loss,1000
PC,RT,rfc,std,2,0.9496704613541044,log_loss,1500
PC,RT,rfc,std,2,0.951168364289994,log_loss,2000
PC,RT,rfc,std,3,0.9472738166566806,gini,100
PC,RT,rfc,std,3,0.9487717195925705,gini,500
PC,RT,rfc,std,3,0.9472738166566806,gini,1000
PC,RT,rfc,std,3,0.9475733972438586,gini,1500
PC,RT,rfc,std,3,0.9472738166566806,gini,2000
PC,RT,rfc,std,3,0.9460754943079688,entropy,100
PC,RT,rfc,std,3,0.9475733972438586,entropy,500
PC,RT,rfc,std,3,0.9475733972438586,entropy,1000
PC,RT,rfc,std,3,0.9475733972438586,entropy,1500
PC,RT,rfc,std,3,0.9478729778310364,entropy,2000
PC,RT,rfc,std,3,0.9466746554823248,log_loss,100
PC,RT,rfc,std,3,0.9475733972438586,log_loss,500
PC,RT,rfc,std,3,0.9481725584182144,log_loss,1000
PC,RT,rfc,std,3,0.9478729778310364,log_loss,1500
PC,RT,rfc,std,3,0.9484721390053924,log_loss,2000
PC,RT,rfc,std,4,0.9442780107849011,gini,100
PC,RT,rfc,std,4,0.9472738166566806,gini,500
PC,RT,rfc,std,4,0.9469742360695028,gini,1000
PC,RT,rfc,std,4,0.9457759137207908,gini,1500
PC,RT,rfc,std,4,0.944877171959257,gini,2000
PC,RT,rfc,std,4,0.9457759137207908,entropy,100
PC,RT,rfc,std,4,0.9460754943079688,entropy,500
PC,RT,rfc,std,4,0.945176752546435,entropy,1000
PC,RT,rfc,std,4,0.9466746554823248,entropy,1500
PC,RT,rfc,std,4,0.9460754943079688,entropy,2000
PC,RT,rfc,std,4,0.9445775913720792,log_loss,100
PC,RT,rfc,std,4,0.9454763331336128,log_loss,500
PC,RT,rfc,std,4,0.9457759137207908,log_loss,1000
PC,RT,rfc,std,4,0.9460754943079688,log_loss,1500
PC,RT,rfc,std,4,0.9466746554823248,log_loss,2000
PC,RT,rfc,minmax,1,0.952067106051528,gini,100
PC,RT,rfc,minmax,1,0.9553624925104852,gini,500
PC,RT,rfc,minmax,1,0.9553624925104852,gini,1000
PC,RT,rfc,minmax,1,0.9541641701617736,gini,1500
PC,RT,rfc,minmax,1,0.9550629119233074,gini,2000
PC,RT,rfc,minmax,1,0.9541641701617736,entropy,100
PC,RT,rfc,minmax,1,0.9556620730976632,entropy,500
PC,RT,rfc,minmax,1,0.9550629119233074,entropy,1000
PC,RT,rfc,minmax,1,0.9565608148591972,entropy,1500
PC,RT,rfc,minmax,1,0.9544637507489516,entropy,2000
PC,RT,rfc,minmax,1,0.9547633313361296,log_loss,100
PC,RT,rfc,minmax,1,0.9532654284002396,log_loss,500
PC,RT,rfc,minmax,1,0.9556620730976632,log_loss,1000
PC,RT,rfc,minmax,1,0.9538645895745956,log_loss,1500
PC,RT,rfc,minmax,1,0.9556620730976632,log_loss,2000
PC,RT,rfc,minmax,2,0.95176752546435,gini,100
PC,RT,rfc,minmax,2,0.95026962252846,gini,500
PC,RT,rfc,minmax,2,0.9529658478130616,gini,1000
PC,RT,rfc,minmax,2,0.952067106051528,gini,1500
PC,RT,rfc,minmax,2,0.952067106051528,gini,2000
PC,RT,rfc,minmax,2,0.95176752546435,entropy,100
PC,RT,rfc,minmax,2,0.950569203115638,entropy,500
PC,RT,rfc,minmax,2,0.950868783702816,entropy,1000
PC,RT,rfc,minmax,2,0.950569203115638,entropy,1500
PC,RT,rfc,minmax,2,0.950569203115638,entropy,2000
PC,RT,rfc,minmax,2,0.9499700419412822,log_loss,100
PC,RT,rfc,minmax,2,0.950569203115638,log_loss,500
PC,RT,rfc,minmax,2,0.9499700419412822,log_loss,1000
PC,RT,rfc,minmax,2,0.9487717195925705,log_loss,1500
PC,RT,rfc,minmax,2,0.95026962252846,log_loss,2000
PC,RT,rfc,minmax,3,0.9478729778310364,gini,100
PC,RT,rfc,minmax,3,0.9472738166566806,gini,500
PC,RT,rfc,minmax,3,0.9481725584182144,gini,1000
PC,RT,rfc,minmax,3,0.9481725584182144,gini,1500
PC,RT,rfc,minmax,3,0.9481725584182144,gini,2000
PC,RT,rfc,minmax,3,0.9481725584182144,entropy,100
PC,RT,rfc,minmax,3,0.9472738166566806,entropy,500
PC,RT,rfc,minmax,3,0.9460754943079688,entropy,1000
PC,RT,rfc,minmax,3,0.9484721390053924,entropy,1500
PC,RT,rfc,minmax,3,0.9478729778310364,entropy,2000
PC,RT,rfc,minmax,3,0.9445775913720792,log_loss,100
PC,RT,rfc,minmax,3,0.9469742360695028,log_loss,500
PC,RT,rfc,minmax,3,0.9481725584182144,log_loss,1000
PC,RT,rfc,minmax,3,0.9481725584182144,log_loss,1500
PC,RT,rfc,minmax,3,0.9484721390053924,log_loss,2000
PC,RT,rfc,minmax,4,0.9472738166566806,gini,100
PC,RT,rfc,minmax,4,0.9460754943079688,gini,500
PC,RT,rfc,minmax,4,0.9457759137207908,gini,1000
PC,RT,rfc,minmax,4,0.9466746554823248,gini,1500
PC,RT,rfc,minmax,4,0.9460754943079688,gini,2000
PC,RT,rfc,minmax,4,0.9427801078490112,entropy,100
PC,RT,rfc,minmax,4,0.945176752546435,entropy,500
PC,RT,rfc,minmax,4,0.9442780107849011,entropy,1000
PC,RT,rfc,minmax,4,0.9472738166566806,entropy,1500
PC,RT,rfc,minmax,4,0.9460754943079688,entropy,2000
PC,RT,rfc,minmax,4,0.9454763331336128,log_loss,100
PC,RT,rfc,minmax,4,0.9454763331336128,log_loss,500
PC,RT,rfc,minmax,4,0.9454763331336128,log_loss,1000
PC,RT,rfc,minmax,4,0.9457759137207908,log_loss,1500
PC,RT,rfc,minmax,4,0.9463750748951468,log_loss,2000
ECFP4,RT,rfc,std,1,0.9496704613541044,gini,100
ECFP4,RT,rfc,std,1,0.9487717195925705,gini,500
ECFP4,RT,rfc,std,1,0.9481725584182144,gini,1000
ECFP4,RT,rfc,std,1,0.9487717195925705,gini,1500
ECFP4,RT,rfc,std,1,0.9493708807669264,gini,2000
ECFP4,RT,rfc,std,1,0.950569203115638,entropy,100
ECFP4,RT,rfc,std,1,0.9499700419412822,entropy,500
ECFP4,RT,rfc,std,1,0.9496704613541044,entropy,1000
ECFP4,RT,rfc,std,1,0.9490713001797484,entropy,1500
ECFP4,RT,rfc,std,1,0.9487717195925705,entropy,2000
ECFP4,RT,rfc,std,1,0.951168364289994,log_loss,100
ECFP4,RT,rfc,std,1,0.9487717195925705,log_loss,500
ECFP4,RT,rfc,std,1,0.9481725584182144,log_loss,1000
ECFP4,RT,rfc,std,1,0.9481725584182144,log_loss,1500
ECFP4,RT,rfc,std,1,0.9490713001797484,log_loss,2000
ECFP4,RT,rfc,std,2,0.9484721390053924,gini,100
ECFP4,RT,rfc,std,2,0.9493708807669264,gini,500
ECFP4,RT,rfc,std,2,0.9481725584182144,gini,1000
ECFP4,RT,rfc,std,2,0.9469742360695028,gini,1500
ECFP4,RT,rfc,std,2,0.9472738166566806,gini,2000
ECFP4,RT,rfc,std,2,0.9475733972438586,entropy,100
ECFP4,RT,rfc,std,2,0.9487717195925705,entropy,500
ECFP4,RT,rfc,std,2,0.95026962252846,entropy,1000
ECFP4,RT,rfc,std,2,0.9487717195925705,entropy,1500
ECFP4,RT,rfc,std,2,0.9490713001797484,entropy,2000
ECFP4,RT,rfc,std,2,0.9469742360695028,log_loss,100
ECFP4,RT,rfc,std,2,0.9478729778310364,log_loss,500
ECFP4,RT,rfc,std,2,0.9478729778310364,log_loss,1000
ECFP4,RT,rfc,std,2,0.9493708807669264,log_loss,1500
ECFP4,RT,rfc,std,2,0.9484721390053924,log_loss,2000
ECFP4,RT,rfc,std,3,0.944877171959257,gini,100
ECFP4,RT,rfc,std,3,0.9472738166566806,gini,500
ECFP4,RT,rfc,std,3,0.9487717195925705,gini,1000
ECFP4,RT,rfc,std,3,0.95026962252846,gini,1500
ECFP4,RT,rfc,std,3,0.9490713001797484,gini,2000
ECFP4,RT,rfc,std,3,0.9457759137207908,entropy,100
ECFP4,RT,rfc,std,3,0.9493708807669264,entropy,500
