Folder,Database,Model,F Statistic,p-value
./pred-ch,Chembl,cnn,0.8081837002248181,0.37173986060797537
./pred-ch,Chembl,mlp,0.0039078757514387635,0.9503324641045992
./pred-ch,Chembl,rfc,0.005722909786708752,0.9397116593764209
./pred-ch,Chembl,svc,26.465687382039434,3.052845479442214e-07
