Descriptor,Enzyme,model,scaler,split,Accuracy,C,degree,kernel
MIX,IN,svc,minmax,1,0.9271720613287904,1.0,4,poly
MIX,IN,svc,minmax,1,0.909710391822828,1.0,5,poly
MIX,IN,svc,minmax,1,0.9522998296422488,2.0,3,poly
MIX,IN,svc,minmax,1,0.9544293015332198,2.0,0,rbf
MIX,IN,svc,minmax,1,0.830068143100511,2.0,0,sigmoid
MIX,IN,svc,minmax,1,0.9420783645655876,2.0,4,poly
MIX,IN,svc,minmax,1,0.932282793867121,2.0,5,poly
MIX,IN,svc,minmax,1,0.9633730834752982,8.0,3,poly
MIX,IN,svc,minmax,1,0.962947189097104,8.0,0,rbf
MIX,IN,svc,minmax,1,0.7887563884156729,8.0,0,sigmoid
MIX,IN,svc,minmax,1,0.9561328790459966,8.0,4,poly
MIX,IN,svc,minmax,1,0.9454855195911414,8.0,5,poly
MIX,IN,svc,minmax,2,0.8343270868824532,0.2,3,poly
MIX,IN,svc,minmax,2,0.854344122657581,0.2,0,rbf
MIX,IN,svc,minmax,2,0.8168654173764907,0.2,0,sigmoid
MIX,IN,svc,minmax,2,0.8130323679727428,0.2,4,poly
MIX,IN,svc,minmax,2,0.7879045996592845,0.2,5,poly
MIX,IN,svc,minmax,2,0.9288756388415672,1.0,3,poly
MIX,IN,svc,minmax,2,0.9288756388415672,1.0,0,rbf
MIX,IN,svc,minmax,2,0.8351788756388415,1.0,0,sigmoid
MIX,IN,svc,minmax,2,0.918228279386712,1.0,4,poly
MIX,IN,svc,minmax,2,0.9028960817717206,1.0,5,poly
MIX,IN,svc,minmax,2,0.9463373083475298,2.0,3,poly
MIX,IN,svc,minmax,2,0.951022146507666,2.0,0,rbf
MIX,IN,svc,minmax,2,0.8241056218057922,2.0,0,sigmoid
MIX,IN,svc,minmax,2,0.9378194207836456,2.0,4,poly
MIX,IN,svc,minmax,2,0.924190800681431,2.0,5,poly
MIX,IN,svc,minmax,2,0.956984667802385,8.0,3,poly
MIX,IN,svc,minmax,2,0.956984667802385,8.0,0,rbf
MIX,IN,svc,minmax,2,0.7917376490630323,8.0,0,sigmoid
MIX,IN,svc,minmax,2,0.951022146507666,8.0,4,poly
MIX,IN,svc,minmax,2,0.9416524701873936,8.0,5,poly
MIX,IN,svc,minmax,3,0.8270868824531517,0.2,3,poly
MIX,IN,svc,minmax,3,0.8496592844974447,0.2,0,rbf
MIX,IN,svc,minmax,3,0.8096252129471891,0.2,0,sigmoid
MIX,IN,svc,minmax,3,0.8040885860306644,0.2,4,poly
MIX,IN,svc,minmax,3,0.782793867120954,0.2,5,poly
MIX,IN,svc,minmax,3,0.93015332197615,1.0,3,poly
MIX,IN,svc,minmax,3,0.9339863713798978,1.0,0,rbf
MIX,IN,svc,minmax,3,0.8356047700170358,1.0,0,sigmoid
MIX,IN,svc,minmax,3,0.9165247018739352,1.0,4,poly
MIX,IN,svc,minmax,3,0.895655877342419,1.0,5,poly
MIX,IN,svc,minmax,3,0.9501703577512776,2.0,3,poly
MIX,IN,svc,minmax,3,0.9552810902896082,2.0,0,rbf
MIX,IN,svc,minmax,3,0.8168654173764907,2.0,0,sigmoid
MIX,IN,svc,minmax,3,0.9382453151618398,2.0,4,poly
MIX,IN,svc,minmax,3,0.92206132879046,2.0,5,poly
MIX,IN,svc,minmax,3,0.965076660988075,8.0,3,poly
MIX,IN,svc,minmax,3,0.9625212947189096,8.0,0,rbf
MIX,IN,svc,minmax,3,0.7883304940374787,8.0,0,sigmoid
MIX,IN,svc,minmax,3,0.9535775127768312,8.0,4,poly
MIX,IN,svc,minmax,3,0.9416524701873936,8.0,5,poly
MIX,IN,svc,minmax,4,0.8334752981260647,0.2,3,poly
MIX,IN,svc,minmax,4,0.8577512776831345,0.2,0,rbf
MIX,IN,svc,minmax,4,0.8198466780238501,0.2,0,sigmoid
MIX,IN,svc,minmax,4,0.8062180579216355,0.2,4,poly
MIX,IN,svc,minmax,4,0.7844974446337308,0.2,5,poly
MIX,IN,svc,minmax,4,0.9442078364565588,1.0,3,poly
MIX,IN,svc,minmax,4,0.9429301533219762,1.0,0,rbf
MIX,IN,svc,minmax,4,0.8398637137989778,1.0,0,sigmoid
MIX,IN,svc,minmax,4,0.93015332197615,1.0,4,poly
MIX,IN,svc,minmax,4,0.9092844974446336,1.0,5,poly
MIX,IN,svc,minmax,4,0.956984667802385,2.0,3,poly
MIX,IN,svc,minmax,4,0.9586882453151618,2.0,0,rbf
MIX,IN,svc,minmax,4,0.8189948892674617,2.0,0,sigmoid
MIX,IN,svc,minmax,4,0.9514480408858604,2.0,4,poly
MIX,IN,svc,minmax,4,0.9356899488926746,2.0,5,poly
MIX,IN,svc,minmax,4,0.9637989778534924,8.0,3,poly
MIX,IN,svc,minmax,4,0.9646507666098808,8.0,0,rbf
MIX,IN,svc,minmax,4,0.7853492333901193,8.0,0,sigmoid
MIX,IN,svc,minmax,4,0.9620954003407156,8.0,4,poly
MIX,IN,svc,minmax,4,0.9540034071550256,8.0,5,poly
PC,PR,svc,std,1,0.9497341710971484,0.2,3,poly
PC,PR,svc,std,1,0.9333011116481392,0.2,0,rbf
PC,PR,svc,std,1,0.9275012083131948,0.2,0,sigmoid
PC,PR,svc,std,1,0.9555340744320928,0.2,4,poly
PC,PR,svc,std,1,0.9569840502658288,0.2,5,poly
PC,PR,svc,std,1,0.958917351377477,1.0,3,poly
PC,PR,svc,std,1,0.9555340744320928,1.0,0,rbf
PC,PR,svc,std,1,0.9192846785886902,1.0,0,sigmoid
PC,PR,svc,std,1,0.9627839536007732,1.0,4,poly
PC,PR,svc,std,1,0.9632672788786854,1.0,5,poly
PC,PR,svc,std,1,0.9666505558240696,2.0,3,poly
PC,PR,svc,std,1,0.9671338811019816,2.0,0,rbf
PC,PR,svc,std,1,0.9115514741420976,2.0,0,sigmoid
PC,PR,svc,std,1,0.9666505558240696,2.0,4,poly
PC,PR,svc,std,1,0.9656839052682455,2.0,5,poly
PC,PR,svc,std,1,0.9705171580473658,8.0,3,poly
PC,PR,svc,std,1,0.9777670372160464,8.0,0,rbf
PC,PR,svc,std,1,0.8989850169163848,8.0,0,sigmoid
PC,PR,svc,std,1,0.9705171580473658,8.0,4,poly
PC,PR,svc,std,1,0.9695505074915418,8.0,5,poly
PC,PR,svc,std,2,0.9536007733204448,0.2,3,poly
PC,PR,svc,std,2,0.9333011116481392,0.2,0,rbf
PC,PR,svc,std,2,0.9279845335911068,0.2,0,sigmoid
PC,PR,svc,std,2,0.9565007249879168,0.2,4,poly
PC,PR,svc,std,2,0.958434026099565,0.2,5,poly
PC,PR,svc,std,2,0.9594006766553892,1.0,3,poly
PC,PR,svc,std,2,0.9555340744320928,1.0,0,rbf
PC,PR,svc,std,2,0.9313678105364912,1.0,0,sigmoid
PC,PR,svc,std,2,0.9613339777670372,1.0,4,poly
PC,PR,svc,std,2,0.9637506041565974,1.0,5,poly
PC,PR,svc,std,2,0.9656839052682455,2.0,3,poly
PC,PR,svc,std,2,0.9671338811019816,2.0,0,rbf
PC,PR,svc,std,2,0.9236346060898984,2.0,0,sigmoid
PC,PR,svc,std,2,0.9652005799903336,2.0,4,poly
PC,PR,svc,std,2,0.9652005799903336,2.0,5,poly
PC,PR,svc,std,2,0.972933784436926,8.0,3,poly
PC,PR,svc,std,2,0.9772837119381343,8.0,0,rbf
PC,PR,svc,std,2,0.916384726921218,8.0,0,sigmoid
PC,PR,svc,std,2,0.972933784436926,8.0,4,poly
PC,PR,svc,std,2,0.971967133881102,8.0,5,poly
PC,PR,svc,std,3,0.9507008216529724,0.2,3,poly
PC,PR,svc,std,3,0.9333011116481392,0.2,0,rbf
PC,PR,svc,std,3,0.9275012083131948,0.2,0,sigmoid
PC,PR,svc,std,3,0.9545674238762688,0.2,4,poly
PC,PR,svc,std,3,0.9594006766553892,0.2,5,poly
PC,PR,svc,std,3,0.9608506524891252,1.0,3,poly
PC,PR,svc,std,3,0.9536007733204448,1.0,0,rbf
PC,PR,svc,std,3,0.9221846302561624,1.0,0,sigmoid
PC,PR,svc,std,3,0.9627839536007732,1.0,4,poly
PC,PR,svc,std,3,0.9661672305461576,1.0,5,poly
PC,PR,svc,std,3,0.9695505074915418,2.0,3,poly
PC,PR,svc,std,3,0.9695505074915418,2.0,0,rbf
PC,PR,svc,std,3,0.9105848235862736,2.0,0,sigmoid
PC,PR,svc,std,3,0.9676172063798936,2.0,4,poly
PC,PR,svc,std,3,0.9685838569357176,2.0,5,poly
PC,PR,svc,std,3,0.972450459159014,8.0,3,poly
PC,PR,svc,std,3,0.9758337361043984,8.0,0,rbf
PC,PR,svc,std,3,0.8975350410826486,8.0,0,sigmoid
PC,PR,svc,std,3,0.97148380860319,8.0,4,poly
PC,PR,svc,std,3,0.972450459159014,8.0,5,poly
PC,PR,svc,std,4,0.9526341227646206,0.2,3,poly
PC,PR,svc,std,4,0.9333011116481392,0.2,0,rbf
PC,PR,svc,std,4,0.9275012083131948,0.2,0,sigmoid
PC,PR,svc,std,4,0.9569840502658288,0.2,4,poly
PC,PR,svc,std,4,0.9594006766553892,0.2,5,poly
PC,PR,svc,std,4,0.9627839536007732,1.0,3,poly
PC,PR,svc,std,4,0.9613339777670372,1.0,0,rbf
PC,PR,svc,std,4,0.9352344127597874,1.0,0,sigmoid
PC,PR,svc,std,4,0.9613339777670372,1.0,4,poly
PC,PR,svc,std,4,0.9642339294345096,1.0,5,poly
PC,PR,svc,std,4,0.9685838569357176,2.0,3,poly
PC,PR,svc,std,4,0.9690671822136298,2.0,0,rbf
PC,PR,svc,std,4,0.9260512324794586,2.0,0,sigmoid
PC,PR,svc,std,4,0.9652005799903336,2.0,4,poly
PC,PR,svc,std,4,0.9685838569357176,2.0,5,poly
PC,PR,svc,std,4,0.973417109714838,8.0,3,poly
PC,PR,svc,std,4,0.9758337361043984,8.0,0,rbf
PC,PR,svc,std,4,0.916384726921218,8.0,0,sigmoid
PC,PR,svc,std,4,0.971000483325278,8.0,4,poly
PC,PR,svc,std,4,0.9743837602706622,8.0,5,poly
PC,PR,svc,minmax,1,0.94296761720638,0.2,3,poly
PC,PR,svc,minmax,1,0.9275012083131948,0.2,0,rbf
PC,PR,svc,minmax,1,0.9313678105364912,0.2,0,sigmoid
PC,PR,svc,minmax,1,0.944417593040116,0.2,4,poly
PC,PR,svc,minmax,1,0.94538424359594,0.2,5,poly
PC,PR,svc,minmax,1,0.9507008216529724,1.0,3,poly
PC,PR,svc,minmax,1,0.9478008699855004,1.0,0,rbf
PC,PR,svc,minmax,1,0.8951184146930884,1.0,0,sigmoid
PC,PR,svc,minmax,1,0.9565007249879168,1.0,4,poly
PC,PR,svc,minmax,1,0.9632672788786854,1.0,5,poly
PC,PR,svc,minmax,1,0.9623006283228612,2.0,3,poly
PC,PR,svc,minmax,1,0.958917351377477,2.0,0,rbf
PC,PR,svc,minmax,1,0.8869018849685839,2.0,0,sigmoid
PC,PR,svc,minmax,1,0.9652005799903336,2.0,4,poly
PC,PR,svc,minmax,1,0.971967133881102,2.0,5,poly
PC,PR,svc,minmax,1,0.971967133881102,8.0,3,poly
PC,PR,svc,minmax,1,0.9690671822136298,8.0,0,rbf
PC,PR,svc,minmax,1,0.8738521024649589,8.0,0,sigmoid
PC,PR,svc,minmax,1,0.9753504108264862,8.0,4,poly
PC,PR,svc,minmax,1,0.9753504108264862,8.0,5,poly
PC,PR,svc,minmax,2,0.94296761720638,0.2,3,poly
PC,PR,svc,minmax,2,0.9275012083131948,0.2,0,rbf
PC,PR,svc,minmax,2,0.9313678105364912,0.2,0,sigmoid
PC,PR,svc,minmax,2,0.946350894151764,0.2,4,poly
PC,PR,svc,minmax,2,0.9507008216529724,0.2,5,poly
PC,PR,svc,minmax,2,0.9502174963750604,1.0,3,poly
PC,PR,svc,minmax,2,0.9521507974867084,1.0,0,rbf
PC,PR,svc,minmax,2,0.8951184146930884,1.0,0,sigmoid
PC,PR,svc,minmax,2,0.9540840985983567,1.0,4,poly
PC,PR,svc,minmax,2,0.9603673272112132,1.0,5,poly
PC,PR,svc,minmax,2,0.9594006766553892,2.0,3,poly
PC,PR,svc,minmax,2,0.957467375543741,2.0,0,rbf
PC,PR,svc,minmax,2,0.8878685355244079,2.0,0,sigmoid
PC,PR,svc,minmax,2,0.9690671822136298,2.0,4,poly
PC,PR,svc,minmax,2,0.971967133881102,2.0,5,poly
PC,PR,svc,minmax,2,0.973417109714838,8.0,3,poly
PC,PR,svc,minmax,2,0.972450459159014,8.0,0,rbf
PC,PR,svc,minmax,2,0.8762687288545191,8.0,0,sigmoid
PC,PR,svc,minmax,2,0.9768003866602224,8.0,4,poly
PC,PR,svc,minmax,2,0.9787336877718704,8.0,5,poly
PC,PR,svc,minmax,3,0.9420009666505558,0.2,3,poly
PC,PR,svc,minmax,3,0.929434509424843,0.2,0,rbf
PC,PR,svc,minmax,3,0.9275012083131948,0.2,0,sigmoid
PC,PR,svc,minmax,3,0.94538424359594,0.2,4,poly
PC,PR,svc,minmax,3,0.9492508458192364,0.2,5,poly
PC,PR,svc,minmax,3,0.9497341710971484,1.0,3,poly
PC,PR,svc,minmax,3,0.94538424359594,1.0,0,rbf
PC,PR,svc,minmax,3,0.8980183663605606,1.0,0,sigmoid
PC,PR,svc,minmax,3,0.9531174480425326,1.0,4,poly
PC,PR,svc,minmax,3,0.957467375543741,1.0,5,poly
PC,PR,svc,minmax,3,0.9550507491541808,2.0,3,poly
PC,PR,svc,minmax,3,0.9502174963750604,2.0,0,rbf
PC,PR,svc,minmax,3,0.8907684871918802,2.0,0,sigmoid
PC,PR,svc,minmax,3,0.9594006766553892,2.0,4,poly
PC,PR,svc,minmax,3,0.9623006283228612,2.0,5,poly
PC,PR,svc,minmax,3,0.9690671822136298,8.0,3,poly
PC,PR,svc,minmax,3,0.971000483325278,8.0,0,rbf
PC,PR,svc,minmax,3,0.8825519574673756,8.0,0,sigmoid
PC,PR,svc,minmax,3,0.971000483325278,8.0,4,poly
PC,PR,svc,minmax,3,0.9661672305461576,8.0,5,poly
PC,PR,svc,minmax,4,0.9410343160947318,0.2,3,poly
PC,PR,svc,minmax,4,0.9275012083131948,0.2,0,rbf
PC,PR,svc,minmax,4,0.9313678105364912,0.2,0,sigmoid
PC,PR,svc,minmax,4,0.945867568873852,0.2,4,poly
PC,PR,svc,minmax,4,0.9502174963750604,0.2,5,poly
PC,PR,svc,minmax,4,0.9536007733204448,1.0,3,poly
PC,PR,svc,minmax,4,0.9516674722087964,1.0,0,rbf
PC,PR,svc,minmax,4,0.8951184146930884,1.0,0,sigmoid
PC,PR,svc,minmax,4,0.958434026099565,1.0,4,poly
PC,PR,svc,minmax,4,0.9618173030449492,1.0,5,poly
PC,PR,svc,minmax,4,0.9647172547124214,2.0,3,poly
PC,PR,svc,minmax,4,0.9623006283228612,2.0,0,rbf
PC,PR,svc,minmax,4,0.9410343160947318,2.0,0,sigmoid
PC,PR,svc,minmax,4,0.9661672305461576,2.0,4,poly
PC,PR,svc,minmax,4,0.9642339294345096,2.0,5,poly
PC,PR,svc,minmax,4,0.972450459159014,8.0,3,poly
PC,PR,svc,minmax,4,0.971967133881102,8.0,0,rbf
PC,PR,svc,minmax,4,0.9289511841469308,8.0,0,sigmoid
PC,PR,svc,minmax,4,0.9753504108264862,8.0,4,poly
PC,PR,svc,minmax,4,0.9768003866602224,8.0,5,poly
ECFP4,PR,svc,std,1,0.9391010149830836,0.2,3,poly
ECFP4,PR,svc,std,1,0.9275012083131948,0.2,0,rbf
ECFP4,PR,svc,std,1,0.9328177863702272,0.2,0,sigmoid
ECFP4,PR,svc,std,1,0.9395843402609956,0.2,4,poly
ECFP4,PR,svc,std,1,0.9410343160947318,0.2,5,poly
ECFP4,PR,svc,std,1,0.9656839052682455,1.0,3,poly
ECFP4,PR,svc,std,1,0.9743837602706622,1.0,0,rbf
ECFP4,PR,svc,std,1,0.9661672305461576,1.0,0,sigmoid
ECFP4,PR,svc,std,1,0.9642339294345096,1.0,4,poly
ECFP4,PR,svc,std,1,0.9623006283228612,1.0,5,poly
ECFP4,PR,svc,std,1,0.971967133881102,2.0,3,poly
ECFP4,PR,svc,std,1,0.9787336877718704,2.0,0,rbf
ECFP4,PR,svc,std,1,0.9676172063798936,2.0,0,sigmoid
ECFP4,PR,svc,std,1,0.9690671822136298,2.0,4,poly
ECFP4,PR,svc,std,1,0.9661672305461576,2.0,5,poly
ECFP4,PR,svc,std,1,0.9743837602706622,8.0,3,poly
ECFP4,PR,svc,std,1,0.9801836636056066,8.0,0,rbf
ECFP4,PR,svc,std,1,0.9705171580473658,8.0,0,sigmoid
ECFP4,PR,svc,std,1,0.97390043499275,8.0,4,poly
ECFP4,PR,svc,std,1,0.973417109714838,8.0,5,poly
ECFP4,PR,svc,std,2,0.9357177380376994,0.2,3,poly
ECFP4,PR,svc,std,2,0.9275012083131948,0.2,0,rbf
ECFP4,PR,svc,std,2,0.9275012083131948,0.2,0,sigmoid
ECFP4,PR,svc,std,2,0.9366843885935234,0.2,4,poly
ECFP4,PR,svc,std,2,0.9386176897051716,0.2,5,poly
ECFP4,PR,svc,std,2,0.9652005799903336,1.0,3,poly
ECFP4,PR,svc,std,2,0.972933784436926,1.0,0,rbf
ECFP4,PR,svc,std,2,0.9681005316578056,1.0,0,sigmoid
ECFP4,PR,svc,std,2,0.9608506524891252,1.0,4,poly
ECFP4,PR,svc,std,2,0.9603673272112132,1.0,5,poly
ECFP4,PR,svc,std,2,0.97390043499275,2.0,3,poly
ECFP4,PR,svc,std,2,0.9801836636056066,2.0,0,rbf
ECFP4,PR,svc,std,2,0.971000483325278,2.0,0,sigmoid
ECFP4,PR,svc,std,2,0.9652005799903336,2.0,4,poly
ECFP4,PR,svc,std,2,0.9632672788786854,2.0,5,poly
ECFP4,PR,svc,std,2,0.9772837119381343,8.0,3,poly
ECFP4,PR,svc,std,2,0.9811503141614306,8.0,0,rbf
ECFP4,PR,svc,std,2,0.97148380860319,8.0,0,sigmoid
ECFP4,PR,svc,std,2,0.972933784436926,8.0,4,poly
ECFP4,PR,svc,std,2,0.971967133881102,8.0,5,poly
ECFP4,PR,svc,std,3,0.9391010149830836,0.2,3,poly
ECFP4,PR,svc,std,3,0.9275012083131948,0.2,0,rbf
ECFP4,PR,svc,std,3,0.930401159980667,0.2,0,sigmoid
ECFP4,PR,svc,std,3,0.9420009666505558,0.2,4,poly
ECFP4,PR,svc,std,3,0.9424842919284678,0.2,5,poly
ECFP4,PR,svc,std,3,0.9627839536007732,1.0,3,poly
ECFP4,PR,svc,std,3,0.9676172063798936,1.0,0,rbf
ECFP4,PR,svc,std,3,0.958434026099565,1.0,0,sigmoid
ECFP4,PR,svc,std,3,0.9594006766553892,1.0,4,poly
ECFP4,PR,svc,std,3,0.957950700821653,1.0,5,poly
ECFP4,PR,svc,std,3,0.9685838569357176,2.0,3,poly
ECFP4,PR,svc,std,3,0.9763170613823104,2.0,0,rbf
ECFP4,PR,svc,std,3,0.9676172063798936,2.0,0,sigmoid
ECFP4,PR,svc,std,3,0.9647172547124214,2.0,4,poly
ECFP4,PR,svc,std,3,0.9613339777670372,2.0,5,poly
ECFP4,PR,svc,std,3,0.972933784436926,8.0,3,poly
ECFP4,PR,svc,std,3,0.9763170613823104,8.0,0,rbf
ECFP4,PR,svc,std,3,0.958917351377477,8.0,0,sigmoid
ECFP4,PR,svc,std,3,0.971000483325278,8.0,4,poly
ECFP4,PR,svc,std,3,0.9695505074915418,8.0,5,poly
ECFP4,PR,svc,std,4,0.9366843885935234,0.2,3,poly
ECFP4,PR,svc,std,4,0.9275012083131948,0.2,0,rbf
ECFP4,PR,svc,std,4,0.9275012083131948,0.2,0,sigmoid
ECFP4,PR,svc,std,4,0.9391010149830836,0.2,4,poly
ECFP4,PR,svc,std,4,0.9400676655389076,0.2,5,poly
ECFP4,PR,svc,std,4,0.9642339294345096,1.0,3,poly
ECFP4,PR,svc,std,4,0.97390043499275,1.0,0,rbf
ECFP4,PR,svc,std,4,0.9647172547124214,1.0,0,sigmoid
ECFP4,PR,svc,std,4,0.9613339777670372,1.0,4,poly
ECFP4,PR,svc,std,4,0.9598840019333011,1.0,5,poly
ECFP4,PR,svc,std,4,0.971967133881102,2.0,3,poly
ECFP4,PR,svc,std,4,0.9792170130497824,2.0,0,rbf
ECFP4,PR,svc,std,4,0.9671338811019816,2.0,0,sigmoid
ECFP4,PR,svc,std,4,0.9661672305461576,2.0,4,poly
ECFP4,PR,svc,std,4,0.9627839536007732,2.0,5,poly
ECFP4,PR,svc,std,4,0.9768003866602224,8.0,3,poly
ECFP4,PR,svc,std,4,0.9792170130497824,8.0,0,rbf
ECFP4,PR,svc,std,4,0.9671338811019816,8.0,0,sigmoid
ECFP4,PR,svc,std,4,0.973417109714838,8.0,4,poly
ECFP4,PR,svc,std,4,0.970033832769454,8.0,5,poly
ECFP4,PR,svc,minmax,1,0.9352344127597874,0.2,3,poly
ECFP4,PR,svc,minmax,1,0.9275012083131948,0.2,0,rbf
ECFP4,PR,svc,minmax,1,0.9275012083131948,0.2,0,sigmoid
ECFP4,PR,svc,minmax,1,0.9357177380376994,0.2,4,poly
ECFP4,PR,svc,minmax,1,0.9352344127597874,0.2,5,poly
ECFP4,PR,svc,minmax,1,0.957467375543741,1.0,3,poly
ECFP4,PR,svc,minmax,1,0.971967133881102,1.0,0,rbf
ECFP4,PR,svc,minmax,1,0.9594006766553892,1.0,0,sigmoid
ECFP4,PR,svc,minmax,1,0.9492508458192364,1.0,4,poly
ECFP4,PR,svc,minmax,1,0.9473175447075882,1.0,5,poly
ECFP4,PR,svc,minmax,1,0.9695505074915418,2.0,3,poly
ECFP4,PR,svc,minmax,1,0.9787336877718704,2.0,0,rbf
ECFP4,PR,svc,minmax,1,0.9671338811019816,2.0,0,sigmoid
ECFP4,PR,svc,minmax,1,0.9642339294345096,2.0,4,poly
ECFP4,PR,svc,minmax,1,0.957467375543741,2.0,5,poly
ECFP4,PR,svc,minmax,1,0.9797003383276944,8.0,3,poly
ECFP4,PR,svc,minmax,1,0.9801836636056066,8.0,0,rbf
ECFP4,PR,svc,minmax,1,0.972450459159014,8.0,0,sigmoid
ECFP4,PR,svc,minmax,1,0.9763170613823104,8.0,4,poly
ECFP4,PR,svc,minmax,1,0.971000483325278,8.0,5,poly
ECFP4,PR,svc,minmax,2,0.9333011116481392,0.2,3,poly
ECFP4,PR,svc,minmax,2,0.9275012083131948,0.2,0,rbf
ECFP4,PR,svc,minmax,2,0.9275012083131948,0.2,0,sigmoid
ECFP4,PR,svc,minmax,2,0.9337844369260512,0.2,4,poly
ECFP4,PR,svc,minmax,2,0.9337844369260512,0.2,5,poly
ECFP4,PR,svc,minmax,2,0.9560173997100048,1.0,3,poly
ECFP4,PR,svc,minmax,2,0.972450459159014,1.0,0,rbf
ECFP4,PR,svc,minmax,2,0.9550507491541808,1.0,0,sigmoid
ECFP4,PR,svc,minmax,2,0.9492508458192364,1.0,4,poly
ECFP4,PR,svc,minmax,2,0.946350894151764,1.0,5,poly
ECFP4,PR,svc,minmax,2,0.9763170613823104,2.0,3,poly
ECFP4,PR,svc,minmax,2,0.9806669888835186,2.0,0,rbf
ECFP4,PR,svc,minmax,2,0.9690671822136298,2.0,0,sigmoid
ECFP4,PR,svc,minmax,2,0.9632672788786854,2.0,4,poly
ECFP4,PR,svc,minmax,2,0.9550507491541808,2.0,5,poly
ECFP4,PR,svc,minmax,2,0.9830836152730787,8.0,3,poly
ECFP4,PR,svc,minmax,2,0.9835669405509908,8.0,0,rbf
ECFP4,PR,svc,minmax,2,0.9763170613823104,8.0,0,sigmoid
ECFP4,PR,svc,minmax,2,0.9801836636056066,8.0,4,poly
ECFP4,PR,svc,minmax,2,0.973417109714838,8.0,5,poly
ECFP4,PR,svc,minmax,3,0.9342677622039632,0.2,3,poly
ECFP4,PR,svc,minmax,3,0.9275012083131948,0.2,0,rbf
ECFP4,PR,svc,minmax,3,0.9275012083131948,0.2,0,sigmoid
ECFP4,PR,svc,minmax,3,0.9357177380376994,0.2,4,poly
ECFP4,PR,svc,minmax,3,0.9352344127597874,0.2,5,poly
ECFP4,PR,svc,minmax,3,0.9555340744320928,1.0,3,poly
ECFP4,PR,svc,minmax,3,0.973417109714838,1.0,0,rbf
ECFP4,PR,svc,minmax,3,0.9550507491541808,1.0,0,sigmoid
ECFP4,PR,svc,minmax,3,0.9473175447075882,1.0,4,poly
ECFP4,PR,svc,minmax,3,0.945867568873852,1.0,5,poly
ECFP4,PR,svc,minmax,3,0.97148380860319,2.0,3,poly
ECFP4,PR,svc,minmax,3,0.9801836636056066,2.0,0,rbf
ECFP4,PR,svc,minmax,3,0.9690671822136298,2.0,0,sigmoid
ECFP4,PR,svc,minmax,3,0.9608506524891252,2.0,4,poly
ECFP4,PR,svc,minmax,3,0.9555340744320928,2.0,5,poly
ECFP4,PR,svc,minmax,3,0.9830836152730787,8.0,3,poly
ECFP4,PR,svc,minmax,3,0.9830836152730787,8.0,0,rbf
ECFP4,PR,svc,minmax,3,0.97148380860319,8.0,0,sigmoid
ECFP4,PR,svc,minmax,3,0.9772837119381343,8.0,4,poly
ECFP4,PR,svc,minmax,3,0.9685838569357176,8.0,5,poly
ECFP4,PR,svc,minmax,4,0.9333011116481392,0.2,3,poly
ECFP4,PR,svc,minmax,4,0.9275012083131948,0.2,0,rbf
ECFP4,PR,svc,minmax,4,0.9275012083131948,0.2,0,sigmoid
ECFP4,PR,svc,minmax,4,0.9333011116481392,0.2,4,poly
ECFP4,PR,svc,minmax,4,0.9337844369260512,0.2,5,poly
ECFP4,PR,svc,minmax,4,0.9560173997100048,1.0,3,poly
ECFP4,PR,svc,minmax,4,0.972933784436926,1.0,0,rbf
ECFP4,PR,svc,minmax,4,0.958917351377477,1.0,0,sigmoid
ECFP4,PR,svc,minmax,4,0.9473175447075882,1.0,4,poly
ECFP4,PR,svc,minmax,4,0.945867568873852,1.0,5,poly
ECFP4,PR,svc,minmax,4,0.97390043499275,2.0,3,poly
ECFP4,PR,svc,minmax,4,0.9787336877718704,2.0,0,rbf
ECFP4,PR,svc,minmax,4,0.9666505558240696,2.0,0,sigmoid
ECFP4,PR,svc,minmax,4,0.9637506041565974,2.0,4,poly
ECFP4,PR,svc,minmax,4,0.9550507491541808,2.0,5,poly
ECFP4,PR,svc,minmax,4,0.9816336394393428,8.0,3,poly
ECFP4,PR,svc,minmax,4,0.9821169647172548,8.0,0,rbf
ECFP4,PR,svc,minmax,4,0.971967133881102,8.0,0,sigmoid
ECFP4,PR,svc,minmax,4,0.9792170130497824,8.0,4,poly
ECFP4,PR,svc,minmax,4,0.97148380860319,8.0,5,poly
MIX,PR,svc,std,1,0.9371677138714356,0.2,3,poly
MIX,PR,svc,std,1,0.9275012083131948,0.2,0,rbf
MIX,PR,svc,std,1,0.9275012083131948,0.2,0,sigmoid
MIX,PR,svc,std,1,0.9410343160947318,0.2,4,poly
MIX,PR,svc,std,1,0.943450942484292,0.2,5,poly
MIX,PR,svc,std,1,0.9676172063798936,1.0,3,poly
MIX,PR,svc,std,1,0.97390043499275,1.0,0,rbf
MIX,PR,svc,std,1,0.9618173030449492,1.0,0,sigmoid
MIX,PR,svc,std,1,0.9632672788786854,1.0,4,poly
MIX,PR,svc,std,1,0.9613339777670372,1.0,5,poly
MIX,PR,svc,std,1,0.972933784436926,2.0,3,poly
MIX,PR,svc,std,1,0.9830836152730787,2.0,0,rbf
MIX,PR,svc,std,1,0.9705171580473658,2.0,0,sigmoid
MIX,PR,svc,std,1,0.9685838569357176,2.0,4,poly
MIX,PR,svc,std,1,0.9666505558240696,2.0,5,poly
MIX,PR,svc,std,1,0.97390043499275,8.0,3,poly
MIX,PR,svc,std,1,0.9830836152730787,8.0,0,rbf
