model,Descriptor,Enzyme,scaler,split,Accuracy,estimator,learning_rate,n_estimators,Category,Enzyme x Descriptor
abc,ECFP4,HIV-1 IN,std,2,0.8466780238500852,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,2,0.856473594548552,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7482964224872232,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7482964224872232,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7482964224872232,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7482964224872232,DecisionTreeClassifier(max_depth=1),0.1,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7538330494037478,DecisionTreeClassifier(max_depth=1),0.1,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7585178875638842,DecisionTreeClassifier(max_depth=1),0.1,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7695911413969335,DecisionTreeClassifier(max_depth=1),0.1,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7798126064735945,DecisionTreeClassifier(max_depth=1),0.1,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.7729982964224872,DecisionTreeClassifier(max_depth=1),1.0,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.8028109028960818,DecisionTreeClassifier(max_depth=1),1.0,20,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.8347529812606473,DecisionTreeClassifier(max_depth=1),1.0,50,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.846252129471891,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,3,0.8568994889267462,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.731686541737649,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7342419080068143,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7585178875638842,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.747870528109029,DecisionTreeClassifier(max_depth=1),0.1,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7687393526405452,DecisionTreeClassifier(max_depth=1),0.1,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7772572402044293,DecisionTreeClassifier(max_depth=1),0.1,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7738500851788757,DecisionTreeClassifier(max_depth=1),0.1,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.782793867120954,DecisionTreeClassifier(max_depth=1),0.1,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.7670357751277683,DecisionTreeClassifier(max_depth=1),1.0,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.787052810902896,DecisionTreeClassifier(max_depth=1),1.0,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.8241056218057922,DecisionTreeClassifier(max_depth=1),1.0,50,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.8407155025553663,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,std,4,0.850511073253833,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.760221465076661,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7653321976149915,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.754258943781942,DecisionTreeClassifier(max_depth=1),0.1,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7657580919931857,DecisionTreeClassifier(max_depth=1),0.1,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7874787052810903,DecisionTreeClassifier(max_depth=1),0.1,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.793015332197615,DecisionTreeClassifier(max_depth=1),0.1,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7947189097103918,DecisionTreeClassifier(max_depth=1),0.1,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.7866269165247018,DecisionTreeClassifier(max_depth=1),1.0,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.8121805792163543,DecisionTreeClassifier(max_depth=1),1.0,20,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.8398637137989778,DecisionTreeClassifier(max_depth=1),1.0,50,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.8500851788756388,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,1,0.8620102214650767,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.731686541737649,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7321124361158433,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7465928449744463,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7504258943781942,DecisionTreeClassifier(max_depth=1),0.1,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7619250425894378,DecisionTreeClassifier(max_depth=1),0.1,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7666098807495741,DecisionTreeClassifier(max_depth=1),0.1,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7823679727427598,DecisionTreeClassifier(max_depth=1),0.1,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7925894378194208,DecisionTreeClassifier(max_depth=1),0.1,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7661839863713799,DecisionTreeClassifier(max_depth=1),1.0,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.7712947189097104,DecisionTreeClassifier(max_depth=1),1.0,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.8287904599659285,DecisionTreeClassifier(max_depth=1),1.0,50,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.8466780238500852,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,2,0.856473594548552,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7120954003407155,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7482964224872232,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7482964224872232,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7482964224872232,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7482964224872232,DecisionTreeClassifier(max_depth=1),0.1,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7538330494037478,DecisionTreeClassifier(max_depth=1),0.1,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7585178875638842,DecisionTreeClassifier(max_depth=1),0.1,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7695911413969335,DecisionTreeClassifier(max_depth=1),0.1,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7798126064735945,DecisionTreeClassifier(max_depth=1),0.1,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.7729982964224872,DecisionTreeClassifier(max_depth=1),1.0,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.8028109028960818,DecisionTreeClassifier(max_depth=1),1.0,20,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.8347529812606473,DecisionTreeClassifier(max_depth=1),1.0,50,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.846252129471891,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,3,0.8568994889267462,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.731686541737649,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7342419080068143,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7585178875638842,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.747870528109029,DecisionTreeClassifier(max_depth=1),0.1,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7687393526405452,DecisionTreeClassifier(max_depth=1),0.1,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7772572402044293,DecisionTreeClassifier(max_depth=1),0.1,50,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7738500851788757,DecisionTreeClassifier(max_depth=1),0.1,70,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.782793867120954,DecisionTreeClassifier(max_depth=1),0.1,100,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.7670357751277683,DecisionTreeClassifier(max_depth=1),1.0,10,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.787052810902896,DecisionTreeClassifier(max_depth=1),1.0,20,C,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.8241056218057922,DecisionTreeClassifier(max_depth=1),1.0,50,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.8407155025553663,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x ECFP4
abc,ECFP4,HIV-1 IN,minmax,4,0.850511073253833,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x ECFP4
abc,MIX,HIV-1 IN,std,1,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7201873935264055,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7240204429301533,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7278534923339012,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7538330494037478,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7308347529812607,DecisionTreeClassifier(max_depth=1),0.1,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7640545144804088,DecisionTreeClassifier(max_depth=1),0.1,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7994037478705281,DecisionTreeClassifier(max_depth=1),0.1,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.8079216354344123,DecisionTreeClassifier(max_depth=1),0.1,70,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.8189948892674617,DecisionTreeClassifier(max_depth=1),0.1,100,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.7887563884156729,DecisionTreeClassifier(max_depth=1),1.0,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.8109028960817717,DecisionTreeClassifier(max_depth=1),1.0,20,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.8445485519591142,DecisionTreeClassifier(max_depth=1),1.0,50,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.8603066439522998,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,1,0.8773424190800682,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7210391822827938,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7304088586030665,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7593696763202725,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.760221465076661,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7597955706984668,DecisionTreeClassifier(max_depth=1),0.1,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7781090289608177,DecisionTreeClassifier(max_depth=1),0.1,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.8066439522998297,DecisionTreeClassifier(max_depth=1),0.1,50,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.8126064735945485,DecisionTreeClassifier(max_depth=1),0.1,70,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.8172913117546848,DecisionTreeClassifier(max_depth=1),0.1,100,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.7977001703577513,DecisionTreeClassifier(max_depth=1),1.0,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.8168654173764907,DecisionTreeClassifier(max_depth=1),1.0,20,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.8436967632027257,DecisionTreeClassifier(max_depth=1),1.0,50,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.862862010221465,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,2,0.868824531516184,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.7491482112436116,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.7491482112436116,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.7482964224872232,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.7504258943781942,DecisionTreeClassifier(max_depth=1),0.1,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.7674616695059625,DecisionTreeClassifier(max_depth=1),0.1,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.7934412265758092,DecisionTreeClassifier(max_depth=1),0.1,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.8023850085178875,DecisionTreeClassifier(max_depth=1),0.1,70,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.8117546848381602,DecisionTreeClassifier(max_depth=1),0.1,100,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.7891822827938672,DecisionTreeClassifier(max_depth=1),1.0,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.823679727427598,DecisionTreeClassifier(max_depth=1),1.0,20,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.8373083475298126,DecisionTreeClassifier(max_depth=1),1.0,50,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.854344122657581,DecisionTreeClassifier(max_depth=1),1.0,70,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,3,0.8722316865417377,DecisionTreeClassifier(max_depth=1),1.0,100,B,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,70,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.0001,100,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.01,10,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.721465076660988,DecisionTreeClassifier(max_depth=1),0.01,20,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.7436115843270868,DecisionTreeClassifier(max_depth=1),0.01,50,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.7436115843270868,DecisionTreeClassifier(max_depth=1),0.01,70,C,HIV-1 IN x MIX
abc,MIX,HIV-1 IN,std,4,0.7461669505962522,DecisionTreeClassifier(max_depth=1),0.01,100,C,HIV-1 IN x MIX
