model,Descriptor,Enzyme,scaler,split,Accuracy,algorithm,n_neighbors,weights
knn,ECFP4,HIV-1 IN,std,3,0.8752129471890971,brute,10,uniform
knn,ECFP4,HIV-1 IN,std,3,0.9480408858603068,brute,10,distance
knn,ECFP4,HIV-1 IN,std,4,0.911839863713799,auto,5,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9514480408858604,auto,5,distance
knn,ECFP4,HIV-1 IN,std,4,0.8922487223168655,auto,6,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9531516183986372,auto,6,distance
knn,ECFP4,HIV-1 IN,std,4,0.9003407155025553,auto,7,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9514480408858604,auto,7,distance
knn,ECFP4,HIV-1 IN,std,4,0.8726575809199318,auto,10,uniform
knn,ECFP4,HIV-1 IN,std,4,0.946763202725724,auto,10,distance
knn,ECFP4,HIV-1 IN,std,4,0.911839863713799,ball_tree,5,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9514480408858604,ball_tree,5,distance
knn,ECFP4,HIV-1 IN,std,4,0.8922487223168655,ball_tree,6,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9531516183986372,ball_tree,6,distance
knn,ECFP4,HIV-1 IN,std,4,0.9003407155025553,ball_tree,7,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9514480408858604,ball_tree,7,distance
knn,ECFP4,HIV-1 IN,std,4,0.8726575809199318,ball_tree,10,uniform
knn,ECFP4,HIV-1 IN,std,4,0.946763202725724,ball_tree,10,distance
knn,ECFP4,HIV-1 IN,std,4,0.911839863713799,kd_tree,5,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9514480408858604,kd_tree,5,distance
knn,ECFP4,HIV-1 IN,std,4,0.8918228279386712,kd_tree,6,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9531516183986372,kd_tree,6,distance
knn,ECFP4,HIV-1 IN,std,4,0.9003407155025553,kd_tree,7,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9514480408858604,kd_tree,7,distance
knn,ECFP4,HIV-1 IN,std,4,0.8726575809199318,kd_tree,10,uniform
knn,ECFP4,HIV-1 IN,std,4,0.946763202725724,kd_tree,10,distance
knn,ECFP4,HIV-1 IN,std,4,0.911839863713799,brute,5,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9514480408858604,brute,5,distance
knn,ECFP4,HIV-1 IN,std,4,0.8922487223168655,brute,6,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9531516183986372,brute,6,distance
knn,ECFP4,HIV-1 IN,std,4,0.9003407155025553,brute,7,uniform
knn,ECFP4,HIV-1 IN,std,4,0.9514480408858604,brute,7,distance
knn,ECFP4,HIV-1 IN,std,4,0.8726575809199318,brute,10,uniform
knn,ECFP4,HIV-1 IN,std,4,0.946763202725724,brute,10,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9135434412265758,auto,5,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9561328790459966,auto,5,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9050255536626916,auto,6,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9578364565587736,auto,6,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9088586030664396,auto,7,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9565587734241908,auto,7,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.8922487223168655,auto,10,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.956984667802385,auto,10,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.91396933560477,ball_tree,5,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9561328790459966,ball_tree,5,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9045996592844976,ball_tree,6,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9582623509369677,ball_tree,6,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9088586030664396,ball_tree,7,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.956984667802385,ball_tree,7,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.8922487223168655,ball_tree,10,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9552810902896082,ball_tree,10,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.91396933560477,kd_tree,5,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9561328790459966,kd_tree,5,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9050255536626916,kd_tree,6,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9578364565587736,kd_tree,6,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9080068143100511,kd_tree,7,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9561328790459966,kd_tree,7,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.8926746166950597,kd_tree,10,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9557069846678024,kd_tree,10,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9135434412265758,brute,5,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9561328790459966,brute,5,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9050255536626916,brute,6,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9578364565587736,brute,6,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.9088586030664396,brute,7,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.9565587734241908,brute,7,distance
knn,ECFP4,HIV-1 IN,minmax,1,0.8922487223168655,brute,10,uniform
knn,ECFP4,HIV-1 IN,minmax,1,0.956984667802385,brute,10,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.9195059625212948,auto,5,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9616695059625212,auto,5,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.90587734241908,auto,6,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9620954003407156,auto,6,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.9109880749574104,auto,7,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9642248722316864,auto,7,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.8896933560477002,auto,10,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9612436115843273,auto,10,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.9195059625212948,ball_tree,5,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9616695059625212,ball_tree,5,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.90587734241908,ball_tree,6,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9620954003407156,ball_tree,6,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.9114139693356048,ball_tree,7,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9642248722316864,ball_tree,7,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.8896933560477002,ball_tree,10,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9625212947189096,ball_tree,10,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.9190800681431004,kd_tree,5,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9612436115843273,kd_tree,5,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.9063032367972744,kd_tree,6,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9620954003407156,kd_tree,6,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.9114139693356048,kd_tree,7,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9637989778534924,kd_tree,7,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.889267461669506,kd_tree,10,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9612436115843273,kd_tree,10,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.9195059625212948,brute,5,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9616695059625212,brute,5,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.90587734241908,brute,6,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9620954003407156,brute,6,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.9109880749574104,brute,7,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9642248722316864,brute,7,distance
knn,ECFP4,HIV-1 IN,minmax,2,0.8896933560477002,brute,10,uniform
knn,ECFP4,HIV-1 IN,minmax,2,0.9612436115843273,brute,10,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.9169505962521296,auto,5,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9599659284497444,auto,5,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.9084327086882452,auto,6,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9620954003407156,auto,6,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.9054514480408858,auto,7,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9565587734241908,auto,7,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.8875638841567292,auto,10,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.954855195911414,auto,10,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.916098807495741,ball_tree,5,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9603918228279388,ball_tree,5,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.9080068143100511,ball_tree,6,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9616695059625212,ball_tree,6,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.90587734241908,ball_tree,7,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9574105621805792,ball_tree,7,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.8888415672913118,ball_tree,10,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9552810902896082,ball_tree,10,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.918228279386712,kd_tree,5,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9608177172061328,kd_tree,5,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.9075809199318569,kd_tree,6,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9616695059625212,kd_tree,6,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.9050255536626916,kd_tree,7,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9574105621805792,kd_tree,7,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.8884156729131175,kd_tree,10,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9552810902896082,kd_tree,10,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.9169505962521296,brute,5,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9599659284497444,brute,5,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.9084327086882452,brute,6,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9620954003407156,brute,6,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.9054514480408858,brute,7,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.9565587734241908,brute,7,distance
knn,ECFP4,HIV-1 IN,minmax,3,0.8875638841567292,brute,10,uniform
knn,ECFP4,HIV-1 IN,minmax,3,0.954855195911414,brute,10,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9156729131175468,auto,5,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9544293015332198,auto,5,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9054514480408858,auto,6,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9552810902896082,auto,6,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9092844974446336,auto,7,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9531516183986372,auto,7,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.8982112436115843,auto,10,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9514480408858604,auto,10,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.916098807495741,ball_tree,5,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9544293015332198,ball_tree,5,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9054514480408858,ball_tree,6,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9552810902896082,ball_tree,6,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.909710391822828,ball_tree,7,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9535775127768312,ball_tree,7,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.8969335604770017,ball_tree,10,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9514480408858604,ball_tree,10,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9148211243611584,kd_tree,5,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9540034071550256,kd_tree,5,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9054514480408858,kd_tree,6,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9557069846678024,kd_tree,6,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9101362862010222,kd_tree,7,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9535775127768312,kd_tree,7,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.8977853492333902,kd_tree,10,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9518739352640544,kd_tree,10,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9156729131175468,brute,5,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9544293015332198,brute,5,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9054514480408858,brute,6,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9552810902896082,brute,6,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.9092844974446336,brute,7,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9531516183986372,brute,7,distance
knn,ECFP4,HIV-1 IN,minmax,4,0.8982112436115843,brute,10,uniform
knn,ECFP4,HIV-1 IN,minmax,4,0.9514480408858604,brute,10,distance
knn,MIX,HIV-1 IN,std,1,0.9114139693356048,auto,5,uniform
knn,MIX,HIV-1 IN,std,1,0.9552810902896082,auto,5,distance
knn,MIX,HIV-1 IN,std,1,0.8884156729131175,auto,6,uniform
knn,MIX,HIV-1 IN,std,1,0.9565587734241908,auto,6,distance
knn,MIX,HIV-1 IN,std,1,0.8909710391822828,auto,7,uniform
knn,MIX,HIV-1 IN,std,1,0.9497444633730836,auto,7,distance
knn,MIX,HIV-1 IN,std,1,0.8760647359454855,auto,10,uniform
knn,MIX,HIV-1 IN,std,1,0.951022146507666,auto,10,distance
knn,MIX,HIV-1 IN,std,1,0.9114139693356048,ball_tree,5,uniform
knn,MIX,HIV-1 IN,std,1,0.9552810902896082,ball_tree,5,distance
knn,MIX,HIV-1 IN,std,1,0.8884156729131175,ball_tree,6,uniform
knn,MIX,HIV-1 IN,std,1,0.9565587734241908,ball_tree,6,distance
knn,MIX,HIV-1 IN,std,1,0.8909710391822828,ball_tree,7,uniform
knn,MIX,HIV-1 IN,std,1,0.9497444633730836,ball_tree,7,distance
knn,MIX,HIV-1 IN,std,1,0.8760647359454855,ball_tree,10,uniform
knn,MIX,HIV-1 IN,std,1,0.951022146507666,ball_tree,10,distance
knn,MIX,HIV-1 IN,std,1,0.9114139693356048,kd_tree,5,uniform
knn,MIX,HIV-1 IN,std,1,0.9552810902896082,kd_tree,5,distance
knn,MIX,HIV-1 IN,std,1,0.8884156729131175,kd_tree,6,uniform
knn,MIX,HIV-1 IN,std,1,0.9565587734241908,kd_tree,6,distance
knn,MIX,HIV-1 IN,std,1,0.8909710391822828,kd_tree,7,uniform
knn,MIX,HIV-1 IN,std,1,0.9497444633730836,kd_tree,7,distance
knn,MIX,HIV-1 IN,std,1,0.8760647359454855,kd_tree,10,uniform
knn,MIX,HIV-1 IN,std,1,0.951022146507666,kd_tree,10,distance
knn,MIX,HIV-1 IN,std,1,0.9114139693356048,brute,5,uniform
knn,MIX,HIV-1 IN,std,1,0.9552810902896082,brute,5,distance
knn,MIX,HIV-1 IN,std,1,0.8884156729131175,brute,6,uniform
knn,MIX,HIV-1 IN,std,1,0.9565587734241908,brute,6,distance
knn,MIX,HIV-1 IN,std,1,0.8909710391822828,brute,7,uniform
knn,MIX,HIV-1 IN,std,1,0.9497444633730836,brute,7,distance
knn,MIX,HIV-1 IN,std,1,0.8760647359454855,brute,10,uniform
knn,MIX,HIV-1 IN,std,1,0.951022146507666,brute,10,distance
knn,MIX,HIV-1 IN,std,2,0.9080068143100511,auto,5,uniform
knn,MIX,HIV-1 IN,std,2,0.9540034071550256,auto,5,distance
knn,MIX,HIV-1 IN,std,2,0.8931005110732538,auto,6,uniform
knn,MIX,HIV-1 IN,std,2,0.9544293015332198,auto,6,distance
knn,MIX,HIV-1 IN,std,2,0.8977853492333902,auto,7,uniform
knn,MIX,HIV-1 IN,std,2,0.9518739352640544,auto,7,distance
knn,MIX,HIV-1 IN,std,2,0.8752129471890971,auto,10,uniform
knn,MIX,HIV-1 IN,std,2,0.9514480408858604,auto,10,distance
knn,MIX,HIV-1 IN,std,2,0.9080068143100511,ball_tree,5,uniform
knn,MIX,HIV-1 IN,std,2,0.9540034071550256,ball_tree,5,distance
knn,MIX,HIV-1 IN,std,2,0.8931005110732538,ball_tree,6,uniform
knn,MIX,HIV-1 IN,std,2,0.9544293015332198,ball_tree,6,distance
knn,MIX,HIV-1 IN,std,2,0.8977853492333902,ball_tree,7,uniform
knn,MIX,HIV-1 IN,std,2,0.9518739352640544,ball_tree,7,distance
knn,MIX,HIV-1 IN,std,2,0.8752129471890971,ball_tree,10,uniform
knn,MIX,HIV-1 IN,std,2,0.9514480408858604,ball_tree,10,distance
knn,MIX,HIV-1 IN,std,2,0.9080068143100511,kd_tree,5,uniform
knn,MIX,HIV-1 IN,std,2,0.9540034071550256,kd_tree,5,distance
knn,MIX,HIV-1 IN,std,2,0.8931005110732538,kd_tree,6,uniform
knn,MIX,HIV-1 IN,std,2,0.9544293015332198,kd_tree,6,distance
knn,MIX,HIV-1 IN,std,2,0.8977853492333902,kd_tree,7,uniform
knn,MIX,HIV-1 IN,std,2,0.9518739352640544,kd_tree,7,distance
knn,MIX,HIV-1 IN,std,2,0.8752129471890971,kd_tree,10,uniform
knn,MIX,HIV-1 IN,std,2,0.9514480408858604,kd_tree,10,distance
knn,MIX,HIV-1 IN,std,2,0.9080068143100511,brute,5,uniform
knn,MIX,HIV-1 IN,std,2,0.9540034071550256,brute,5,distance
knn,MIX,HIV-1 IN,std,2,0.8931005110732538,brute,6,uniform
knn,MIX,HIV-1 IN,std,2,0.9544293015332198,brute,6,distance
knn,MIX,HIV-1 IN,std,2,0.8977853492333902,brute,7,uniform
knn,MIX,HIV-1 IN,std,2,0.9518739352640544,brute,7,distance
knn,MIX,HIV-1 IN,std,2,0.8752129471890971,brute,10,uniform
knn,MIX,HIV-1 IN,std,2,0.9514480408858604,brute,10,distance
knn,MIX,HIV-1 IN,std,3,0.9114139693356048,auto,5,uniform
knn,MIX,HIV-1 IN,std,3,0.9561328790459966,auto,5,distance
knn,MIX,HIV-1 IN,std,3,0.887137989778535,auto,6,uniform
knn,MIX,HIV-1 IN,std,3,0.9586882453151618,auto,6,distance
knn,MIX,HIV-1 IN,std,3,0.8960817717206133,auto,7,uniform
knn,MIX,HIV-1 IN,std,3,0.9522998296422488,auto,7,distance
knn,MIX,HIV-1 IN,std,3,0.8713798977853492,auto,10,uniform
knn,MIX,HIV-1 IN,std,3,0.9497444633730836,auto,10,distance
knn,MIX,HIV-1 IN,std,3,0.9114139693356048,ball_tree,5,uniform
knn,MIX,HIV-1 IN,std,3,0.9561328790459966,ball_tree,5,distance
knn,MIX,HIV-1 IN,std,3,0.887137989778535,ball_tree,6,uniform
knn,MIX,HIV-1 IN,std,3,0.9586882453151618,ball_tree,6,distance
knn,MIX,HIV-1 IN,std,3,0.8960817717206133,ball_tree,7,uniform
knn,MIX,HIV-1 IN,std,3,0.9522998296422488,ball_tree,7,distance
knn,MIX,HIV-1 IN,std,3,0.8713798977853492,ball_tree,10,uniform
knn,MIX,HIV-1 IN,std,3,0.9497444633730836,ball_tree,10,distance
knn,MIX,HIV-1 IN,std,3,0.9114139693356048,kd_tree,5,uniform
knn,MIX,HIV-1 IN,std,3,0.9561328790459966,kd_tree,5,distance
knn,MIX,HIV-1 IN,std,3,0.887137989778535,kd_tree,6,uniform
knn,MIX,HIV-1 IN,std,3,0.9586882453151618,kd_tree,6,distance
knn,MIX,HIV-1 IN,std,3,0.8960817717206133,kd_tree,7,uniform
knn,MIX,HIV-1 IN,std,3,0.9522998296422488,kd_tree,7,distance
knn,MIX,HIV-1 IN,std,3,0.8713798977853492,kd_tree,10,uniform
knn,MIX,HIV-1 IN,std,3,0.9497444633730836,kd_tree,10,distance
knn,MIX,HIV-1 IN,std,3,0.9114139693356048,brute,5,uniform
knn,MIX,HIV-1 IN,std,3,0.9561328790459966,brute,5,distance
knn,MIX,HIV-1 IN,std,3,0.887137989778535,brute,6,uniform
knn,MIX,HIV-1 IN,std,3,0.9586882453151618,brute,6,distance
knn,MIX,HIV-1 IN,std,3,0.8960817717206133,brute,7,uniform
knn,MIX,HIV-1 IN,std,3,0.9522998296422488,brute,7,distance
knn,MIX,HIV-1 IN,std,3,0.8713798977853492,brute,10,uniform
knn,MIX,HIV-1 IN,std,3,0.9497444633730836,brute,10,distance
knn,MIX,HIV-1 IN,std,4,0.9143952299829642,auto,5,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,auto,5,distance
knn,MIX,HIV-1 IN,std,4,0.8969335604770017,auto,6,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,auto,6,distance
knn,MIX,HIV-1 IN,std,4,0.9080068143100511,auto,7,uniform
knn,MIX,HIV-1 IN,std,4,0.9599659284497444,auto,7,distance
knn,MIX,HIV-1 IN,std,4,0.8862862010221465,auto,10,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,auto,10,distance
knn,MIX,HIV-1 IN,std,4,0.9143952299829642,ball_tree,5,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,ball_tree,5,distance
knn,MIX,HIV-1 IN,std,4,0.8969335604770017,ball_tree,6,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,ball_tree,6,distance
knn,MIX,HIV-1 IN,std,4,0.9080068143100511,ball_tree,7,uniform
knn,MIX,HIV-1 IN,std,4,0.9599659284497444,ball_tree,7,distance
knn,MIX,HIV-1 IN,std,4,0.8862862010221465,ball_tree,10,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,ball_tree,10,distance
knn,MIX,HIV-1 IN,std,4,0.9143952299829642,kd_tree,5,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,kd_tree,5,distance
knn,MIX,HIV-1 IN,std,4,0.8969335604770017,kd_tree,6,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,kd_tree,6,distance
knn,MIX,HIV-1 IN,std,4,0.9080068143100511,kd_tree,7,uniform
knn,MIX,HIV-1 IN,std,4,0.9599659284497444,kd_tree,7,distance
knn,MIX,HIV-1 IN,std,4,0.8862862010221465,kd_tree,10,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,kd_tree,10,distance
knn,MIX,HIV-1 IN,std,4,0.9143952299829642,brute,5,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,brute,5,distance
knn,MIX,HIV-1 IN,std,4,0.8969335604770017,brute,6,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,brute,6,distance
knn,MIX,HIV-1 IN,std,4,0.9080068143100511,brute,7,uniform
knn,MIX,HIV-1 IN,std,4,0.9599659284497444,brute,7,distance
knn,MIX,HIV-1 IN,std,4,0.8862862010221465,brute,10,uniform
knn,MIX,HIV-1 IN,std,4,0.9620954003407156,brute,10,distance
knn,MIX,HIV-1 IN,minmax,1,0.9212095400340716,auto,5,uniform
knn,MIX,HIV-1 IN,minmax,1,0.959114139693356,auto,5,distance
knn,MIX,HIV-1 IN,minmax,1,0.9063032367972744,auto,6,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9603918228279388,auto,6,distance
knn,MIX,HIV-1 IN,minmax,1,0.9092844974446336,auto,7,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9582623509369677,auto,7,distance
knn,MIX,HIV-1 IN,minmax,1,0.8875638841567292,auto,10,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9578364565587736,auto,10,distance
knn,MIX,HIV-1 IN,minmax,1,0.9212095400340716,ball_tree,5,uniform
knn,MIX,HIV-1 IN,minmax,1,0.959114139693356,ball_tree,5,distance
knn,MIX,HIV-1 IN,minmax,1,0.9063032367972744,ball_tree,6,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9603918228279388,ball_tree,6,distance
knn,MIX,HIV-1 IN,minmax,1,0.9092844974446336,ball_tree,7,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9582623509369677,ball_tree,7,distance
knn,MIX,HIV-1 IN,minmax,1,0.8875638841567292,ball_tree,10,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9578364565587736,ball_tree,10,distance
knn,MIX,HIV-1 IN,minmax,1,0.9212095400340716,kd_tree,5,uniform
knn,MIX,HIV-1 IN,minmax,1,0.959114139693356,kd_tree,5,distance
knn,MIX,HIV-1 IN,minmax,1,0.9063032367972744,kd_tree,6,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9603918228279388,kd_tree,6,distance
knn,MIX,HIV-1 IN,minmax,1,0.9092844974446336,kd_tree,7,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9582623509369677,kd_tree,7,distance
knn,MIX,HIV-1 IN,minmax,1,0.8875638841567292,kd_tree,10,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9578364565587736,kd_tree,10,distance
knn,MIX,HIV-1 IN,minmax,1,0.9212095400340716,brute,5,uniform
knn,MIX,HIV-1 IN,minmax,1,0.959114139693356,brute,5,distance
knn,MIX,HIV-1 IN,minmax,1,0.9063032367972744,brute,6,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9603918228279388,brute,6,distance
knn,MIX,HIV-1 IN,minmax,1,0.9092844974446336,brute,7,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9582623509369677,brute,7,distance
knn,MIX,HIV-1 IN,minmax,1,0.8875638841567292,brute,10,uniform
knn,MIX,HIV-1 IN,minmax,1,0.9578364565587736,brute,10,distance
knn,MIX,HIV-1 IN,minmax,2,0.916098807495741,auto,5,uniform
knn,MIX,HIV-1 IN,minmax,2,0.9565587734241908,auto,5,distance
knn,MIX,HIV-1 IN,minmax,2,0.9054514480408858,auto,6,uniform
knn,MIX,HIV-1 IN,minmax,2,0.9582623509369677,auto,6,distance
knn,MIX,HIV-1 IN,minmax,2,0.9054514480408858,auto,7,uniform
knn,MIX,HIV-1 IN,minmax,2,0.954855195911414,auto,7,distance
knn,MIX,HIV-1 IN,minmax,2,0.895655877342419,auto,10,uniform
knn,MIX,HIV-1 IN,minmax,2,0.9561328790459966,auto,10,distance
knn,MIX,HIV-1 IN,minmax,2,0.916098807495741,ball_tree,5,uniform
knn,MIX,HIV-1 IN,minmax,2,0.9565587734241908,ball_tree,5,distance
knn,MIX,HIV-1 IN,minmax,2,0.9054514480408858,ball_tree,6,uniform
knn,MIX,HIV-1 IN,minmax,2,0.9582623509369677,ball_tree,6,distance
knn,MIX,HIV-1 IN,minmax,2,0.9054514480408858,ball_tree,7,uniform
knn,MIX,HIV-1 IN,minmax,2,0.954855195911414,ball_tree,7,distance
knn,MIX,HIV-1 IN,minmax,2,0.895655877342419,ball_tree,10,uniform
knn,MIX,HIV-1 IN,minmax,2,0.9561328790459966,ball_tree,10,distance
knn,MIX,HIV-1 IN,minmax,2,0.916098807495741,kd_tree,5,uniform
knn,MIX,HIV-1 IN,minmax,2,0.9565587734241908,kd_tree,5,distance
knn,MIX,HIV-1 IN,minmax,2,0.9054514480408858,kd_tree,6,uniform
