model,Descriptor,Enzyme,scaler,split,Accuracy,criterion,n_estimators,Category,Enzyme x Descriptor
rfc,PC,HIV-1 PR,std,3,0.9797003383276944,gini,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,3,0.9792170130497824,gini,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,3,0.9792170130497824,gini,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,3,0.9768003866602224,entropy,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,3,0.9777670372160464,entropy,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,3,0.9782503624939584,entropy,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,3,0.9777670372160464,entropy,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,3,0.9777670372160464,entropy,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9826002899951668,gini,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9821169647172548,gini,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9830836152730787,gini,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9821169647172548,gini,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9826002899951668,gini,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9811503141614306,entropy,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9811503141614306,entropy,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9816336394393428,entropy,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9811503141614306,entropy,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,std,4,0.9811503141614306,entropy,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9821169647172548,gini,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9821169647172548,gini,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9821169647172548,gini,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9821169647172548,gini,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9821169647172548,gini,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9826002899951668,entropy,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9830836152730787,entropy,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9830836152730787,entropy,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9826002899951668,entropy,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,1,0.9826002899951668,entropy,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9850169163847268,gini,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9840502658289028,gini,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9845335911068148,gini,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9845335911068148,gini,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9845335911068148,gini,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9845335911068148,entropy,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9821169647172548,entropy,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9830836152730787,entropy,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9821169647172548,entropy,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,2,0.9816336394393428,entropy,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9787336877718704,gini,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9797003383276944,gini,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9797003383276944,gini,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9792170130497824,gini,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9792170130497824,gini,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9763170613823104,entropy,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9777670372160464,entropy,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9782503624939584,entropy,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9777670372160464,entropy,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,3,0.9777670372160464,entropy,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9826002899951668,gini,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9821169647172548,gini,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9826002899951668,gini,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9821169647172548,gini,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9821169647172548,gini,2000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9811503141614306,entropy,100,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9811503141614306,entropy,500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9816336394393428,entropy,1000,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9811503141614306,entropy,1500,A,HIV-1 PR x PC
rfc,PC,HIV-1 PR,minmax,4,0.9811503141614306,entropy,2000,A,HIV-1 PR x PC
rfc,ECFP4,HIV-1 PR,std,1,0.9787336877718704,gini,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,1,0.9787336877718704,gini,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,1,0.9787336877718704,gini,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,1,0.9787336877718704,gini,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,1,0.9787336877718704,gini,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,1,0.9787336877718704,entropy,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,1,0.9792170130497824,entropy,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,1,0.9797003383276944,entropy,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,1,0.9792170130497824,entropy,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,1,0.9792170130497824,entropy,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9801836636056066,gini,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9801836636056066,gini,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9801836636056066,gini,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9801836636056066,gini,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9801836636056066,gini,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9811503141614306,entropy,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9801836636056066,entropy,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9801836636056066,entropy,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9806669888835186,entropy,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,2,0.9801836636056066,entropy,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.97390043499275,gini,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.9758337361043984,gini,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.9753504108264862,gini,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.9758337361043984,gini,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.9758337361043984,gini,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.9777670372160464,entropy,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.9777670372160464,entropy,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.9777670372160464,entropy,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.9777670372160464,entropy,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,3,0.9777670372160464,entropy,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9787336877718704,gini,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9787336877718704,gini,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9787336877718704,gini,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9787336877718704,gini,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9787336877718704,gini,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9801836636056066,entropy,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9801836636056066,entropy,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9806669888835186,entropy,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9801836636056066,entropy,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,std,4,0.9797003383276944,entropy,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9787336877718704,gini,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9787336877718704,gini,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9787336877718704,gini,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9787336877718704,gini,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9787336877718704,gini,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9787336877718704,entropy,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9792170130497824,entropy,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9797003383276944,entropy,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9792170130497824,entropy,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,1,0.9792170130497824,entropy,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9801836636056066,gini,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9801836636056066,gini,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9801836636056066,gini,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9801836636056066,gini,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9801836636056066,gini,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9811503141614306,entropy,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9801836636056066,entropy,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9801836636056066,entropy,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9806669888835186,entropy,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,2,0.9801836636056066,entropy,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.97390043499275,gini,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.9758337361043984,gini,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.9753504108264862,gini,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.9758337361043984,gini,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.9758337361043984,gini,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.9777670372160464,entropy,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.9777670372160464,entropy,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.9777670372160464,entropy,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.9777670372160464,entropy,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,3,0.9777670372160464,entropy,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9787336877718704,gini,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9787336877718704,gini,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9787336877718704,gini,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9787336877718704,gini,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9787336877718704,gini,2000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9801836636056066,entropy,100,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9801836636056066,entropy,500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9806669888835186,entropy,1000,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9801836636056066,entropy,1500,A,HIV-1 PR x ECFP4
rfc,ECFP4,HIV-1 PR,minmax,4,0.9797003383276944,entropy,2000,A,HIV-1 PR x ECFP4
rfc,MIX,HIV-1 PR,std,1,0.9816336394393428,gini,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,1,0.9821169647172548,gini,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,1,0.9826002899951668,gini,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,1,0.9830836152730787,gini,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,1,0.9826002899951668,gini,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,1,0.9835669405509908,entropy,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,1,0.9835669405509908,entropy,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,1,0.9835669405509908,entropy,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,1,0.9835669405509908,entropy,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,1,0.9835669405509908,entropy,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9801836636056066,gini,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9792170130497824,gini,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9782503624939584,gini,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9777670372160464,gini,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9777670372160464,gini,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9782503624939584,entropy,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9782503624939584,entropy,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9782503624939584,entropy,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9792170130497824,entropy,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,2,0.9792170130497824,entropy,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9787336877718704,gini,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9787336877718704,gini,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9782503624939584,gini,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9787336877718704,gini,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9787336877718704,gini,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9797003383276944,entropy,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9787336877718704,entropy,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9797003383276944,entropy,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9797003383276944,entropy,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,3,0.9792170130497824,entropy,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9792170130497824,gini,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9797003383276944,gini,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9806669888835186,gini,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9801836636056066,gini,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9801836636056066,gini,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9816336394393428,entropy,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9816336394393428,entropy,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9816336394393428,entropy,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9816336394393428,entropy,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,std,4,0.9816336394393428,entropy,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9811503141614306,gini,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9816336394393428,gini,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9826002899951668,gini,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9830836152730787,gini,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9821169647172548,gini,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9835669405509908,entropy,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9835669405509908,entropy,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9835669405509908,entropy,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9835669405509908,entropy,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,1,0.9835669405509908,entropy,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9801836636056066,gini,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9792170130497824,gini,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9782503624939584,gini,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9777670372160464,gini,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9777670372160464,gini,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9782503624939584,entropy,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9782503624939584,entropy,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9782503624939584,entropy,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9792170130497824,entropy,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,2,0.9792170130497824,entropy,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9787336877718704,gini,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9787336877718704,gini,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9782503624939584,gini,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9787336877718704,gini,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9787336877718704,gini,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9792170130497824,entropy,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9792170130497824,entropy,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9797003383276944,entropy,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9797003383276944,entropy,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,3,0.9792170130497824,entropy,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9792170130497824,gini,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9797003383276944,gini,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9806669888835186,gini,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9801836636056066,gini,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9801836636056066,gini,2000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9821169647172548,entropy,100,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9816336394393428,entropy,500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9816336394393428,entropy,1000,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9816336394393428,entropy,1500,A,HIV-1 PR x MIX
rfc,MIX,HIV-1 PR,minmax,4,0.9816336394393428,entropy,2000,A,HIV-1 PR x MIX
rfc,PC,HIV-1 RT,std,1,0.9523666866387058,gini,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,1,0.9550629119233074,gini,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,1,0.9532654284002396,gini,1000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,1,0.9547633313361296,gini,1500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,1,0.9553624925104852,gini,2000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,1,0.9529658478130616,entropy,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,1,0.9541641701617736,entropy,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,1,0.9541641701617736,entropy,1000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,1,0.9550629119233074,entropy,1500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,1,0.9556620730976632,entropy,2000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.95176752546435,gini,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.950868783702816,gini,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.95176752546435,gini,1000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.951168364289994,gini,1500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.951467944877172,gini,2000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.951168364289994,entropy,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.95026962252846,entropy,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.9499700419412822,entropy,1000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.95026962252846,entropy,1500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,2,0.9496704613541044,entropy,2000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9472738166566806,gini,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9475733972438586,gini,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9487717195925705,gini,1000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9487717195925705,gini,1500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9484721390053924,gini,2000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9457759137207908,entropy,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9472738166566806,entropy,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9481725584182144,entropy,1000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9472738166566806,entropy,1500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,3,0.9478729778310364,entropy,2000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.9478729778310364,gini,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.9466746554823248,gini,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.9472738166566806,gini,1000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.9463750748951468,gini,1500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.9463750748951468,gini,2000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.9442780107849011,entropy,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.9454763331336128,entropy,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.944877171959257,entropy,1000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.9442780107849011,entropy,1500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,std,4,0.9436788496105452,entropy,2000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,minmax,1,0.9526662672258838,gini,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,minmax,1,0.9550629119233074,gini,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,minmax,1,0.9535650089874176,gini,1000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,minmax,1,0.9547633313361296,gini,1500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,minmax,1,0.9553624925104852,gini,2000,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,minmax,1,0.9526662672258838,entropy,100,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,minmax,1,0.9541641701617736,entropy,500,A,HIV-1 RT x PC
rfc,PC,HIV-1 RT,minmax,1,0.9544637507489516,entropy,1000,A,HIV-1 RT x PC
