Model,Enzyme,Descriptor,Phase,PRC,REC,ACC,F1-Score,AUC,MCC
SVC,HIV-1 IN,PC,Train,0.4184210526315789,0.501577287066246,0.4616477272727273,0.4562410329985653,0.4652589277708491,-0.0693575947769038
SVC,HIV-1 IN,PC,Validation,0.4392156862745098,0.5283018867924528,0.4829787234042553,0.4796573875802998,0.48701916045049,-0.0259311179594106
SVC,HIV-1 IN,PC,Test,0.4099099099099099,0.4193548387096774,0.4531914893617021,0.4145785876993166,0.4507841387224276,-0.0982930667283818
SVC,HIV-1 IN,PC,Train,0.3943298969072165,0.2409448818897638,0.4911284599006387,0.2991202346041056,0.4686636554151661,-0.0698082802295217
SVC,HIV-1 IN,PC,Validation,0.4296875,0.2606635071090047,0.511727078891258,0.3244837758112094,0.488858885337448,-0.024884421326341
SVC,HIV-1 IN,PC,Test,0.3884892086330935,0.2488479262672811,0.4723404255319149,0.3033707865168539,0.4564397734103204,-0.0951675428556026
SVC,HIV-1 IN,PC,Train,0.4334975369458128,0.415748031496063,0.4918381831085876,0.4244372990353697,0.4850057986937679,-0.0301201434606089
SVC,HIV-1 IN,PC,Validation,0.3815028901734104,0.3127962085308057,0.4626865671641791,0.34375,0.4490337631801314,-0.105098069101133
SVC,HIV-1 IN,PC,Test,0.4010695187165775,0.3456221198156682,0.4595744680851064,0.3712871287128713,0.4514671863900475,-0.0988647725833981
SVC,HIV-1 IN,PC,Train,0.4915611814345991,0.3675078864353312,0.5440340909090909,0.4205776173285198,0.5280691886957017,0.059103385182967
SVC,HIV-1 IN,PC,Validation,0.4695121951219512,0.3632075471698113,0.5276595744680851,0.4095744680851064,0.512999122422115,0.0271418331043833
SVC,HIV-1 IN,PC,Test,0.4928571428571429,0.3179723502304147,0.5340425531914894,0.3865546218487395,0.5186699695816106,0.0407045301212777
SVC,HIV-1 IN,PC,Train,0.493573264781491,0.3028391167192429,0.5461647727272727,0.375366568914956,0.5241585764474767,0.0537594172121067
SVC,HIV-1 IN,PC,Validation,0.5136986301369864,0.3537735849056603,0.5574468085106383,0.4189944134078212,0.5392898932280239,0.0844966896315248
SVC,HIV-1 IN,PC,Test,0.4608695652173913,0.2442396313364055,0.5191489361702127,0.3192771084337349,0.499590171399428,-0.0009505156888475
SVC,HIV-1 IN,PC,Train,0.4270462633451957,0.1889763779527559,0.5202271114265437,0.2620087336244541,0.4904830210177217,-0.0237016586459456
SVC,HIV-1 IN,PC,Validation,0.6024096385542169,0.2369668246445497,0.5863539445628998,0.3401360544217687,0.5545299239501819,0.1421619165538855
SVC,HIV-1 IN,PC,Test,0.4285714285714285,0.152073732718894,0.5148936170212766,0.2244897959183673,0.4890803446203166,-0.0294162574504062
