Model,Enzyme,Descriptor,Phase,PRC,REC,ACC,F1-Score,AUC,MCC
GNB,HIV-1 IN,PC,Train,0.6391752577319587,0.0977917981072555,0.5688920454545454,0.1696306429548563,0.5262860799321807,0.1032722683170935
GNB,HIV-1 IN,PC,Validation,0.6206896551724138,0.0849056603773584,0.5638297872340425,0.1493775933609958,0.521135000731315,0.0874161655654039
GNB,HIV-1 IN,PC,Test,0.6578947368421053,0.1152073732718894,0.5638297872340425,0.196078431372549,0.5319119870312017,0.1167186614282424
GNB,HIV-1 IN,PC,Train,0.4507772020725388,0.1372239747634069,0.5362215909090909,0.2103990326481257,0.5001365351853211,0.000395023466328
GNB,HIV-1 IN,PC,Validation,0.417910447761194,0.1320754716981132,0.5255319148936171,0.2007168458781362,0.4904563405002193,-0.0271664437754145
GNB,HIV-1 IN,PC,Test,0.3896103896103896,0.1382488479262673,0.502127659574468,0.2040816326530612,0.4762390484690625,-0.0640091873962551
GNB,HIV-1 IN,PC,Train,0.6578947368421053,0.0787401574803149,0.5663591199432222,0.140646976090014,0.5225742131070826,0.0994438863137093
GNB,HIV-1 IN,PC,Validation,0.5862068965517241,0.0805687203791469,0.5607675906183369,0.1416666666666666,0.5170285462360852,0.0703450126361106
GNB,HIV-1 IN,PC,Test,0.7777777777777778,0.0967741935483871,0.5702127659574469,0.1721311475409836,0.5365293892643122,0.1565232256367238
GNB,HIV-1 IN,PC,Train,0.6179775280898876,0.0866141732283464,0.5642299503193754,0.1519337016574585,0.5213432623247676,0.0873104390143127
GNB,HIV-1 IN,PC,Validation,0.6538461538461539,0.0805687203791469,0.5671641791044776,0.1434599156118143,0.5228424997244572,0.0993198757421591
GNB,HIV-1 IN,PC,Test,0.5675675675675675,0.0967741935483871,0.548936170212766,0.1653543307086614,0.5167665434145098,0.0620753033838391
GNB,HIV-1 IN,PC,Train,0.6382978723404256,0.0946372239747634,0.5681818181818182,0.1648351648351648,0.5253547876979761,0.1010749357587169
GNB,HIV-1 IN,PC,Validation,0.6071428571428571,0.080188679245283,0.5617021276595745,0.1416666666666666,0.5187765101652773,0.0789464317653075
GNB,HIV-1 IN,PC,Test,0.6764705882352942,0.1059907834101382,0.5638297872340425,0.1832669322709163,0.5312562612702866,0.1203024434973955
GNB,HIV-1 IN,PC,Train,0.4814814814814814,0.0820189274447949,0.546875,0.1401617250673854,0.5048337531280822,0.0180736562155382
GNB,HIV-1 IN,PC,Validation,0.3939393939393939,0.0613207547169811,0.5340425531914894,0.1061224489795918,0.4919006874360099,-0.0315470133824437
GNB,HIV-1 IN,PC,Test,0.4102564102564102,0.0737327188940092,0.5234042553191489,0.125,0.4914118139924591,-0.0310420666204225
GNB,HIV-1 IN,PC,Train,0.7101449275362319,0.0771653543307086,0.5699077359829666,0.1392045454545454,0.5256627805245274,0.1183352421612042
GNB,HIV-1 IN,PC,Validation,0.6538461538461539,0.0805687203791469,0.5671641791044776,0.1434599156118143,0.5228424997244572,0.0993198757421591
GNB,HIV-1 IN,PC,Test,0.7916666666666666,0.0875576036866359,0.5680851063829787,0.1576763485477178,0.5338973789184167,0.1535370496753457
GNB,HIV-1 IN,PC,Train,0.6395348837209303,0.0866141732283464,0.5663591199432222,0.1525658807212205,0.5232812468208916,0.0967752776653631
GNB,HIV-1 IN,PC,Validation,0.6666666666666666,0.0758293838862559,0.5671641791044776,0.1361702127659574,0.5224108159741356,0.1011936170072664
GNB,HIV-1 IN,PC,Test,0.5555555555555556,0.0921658986175115,0.5468085106382978,0.1581027667984189,0.5144623959490721,0.0542205920480281
GNB,HIV-1 IN,PC,Train,0.6555555555555556,0.0930599369085173,0.5696022727272727,0.1629834254143646,0.5265041286609771,0.1078151213888383
GNB,HIV-1 IN,PC,Validation,0.6538461538461539,0.080188679245283,0.5659574468085107,0.1428571428571428,0.5226524791575253,0.0986155405391008
GNB,HIV-1 IN,PC,Test,0.65625,0.0967741935483871,0.5595744680851064,0.1686746987951807,0.5266479663394109,0.1054804927356809
GNB,HIV-1 IN,PC,Train,0.5595238095238095,0.0741324921135646,0.5568181818181818,0.1309192200557103,0.5131644372712526,0.0553049200445631
GNB,HIV-1 IN,PC,Validation,0.4615384615384615,0.0566037735849056,0.5446808510638298,0.1008403361344537,0.5011701038467163,0.0050939423684442
GNB,HIV-1 IN,PC,Test,0.4117647058823529,0.064516129032258,0.5255319148936171,0.1115537848605577,0.4927323728165242,-0.0279724213027161
GNB,HIV-1 IN,PC,Train,0.7058823529411765,0.0755905511811023,0.5691980127750177,0.1365576102418207,0.5248753789497242,0.1155016527820371
GNB,HIV-1 IN,PC,Validation,0.7083333333333334,0.0805687203791469,0.5714285714285714,0.1446808510638297,0.5267184687167052,0.1206443573254664
GNB,HIV-1 IN,PC,Test,0.7916666666666666,0.0875576036866359,0.5680851063829787,0.1576763485477178,0.5338973789184167,0.1535370496753457
GNB,HIV-1 IN,PC,Train,0.6395348837209303,0.0866141732283464,0.5663591199432222,0.1525658807212205,0.5232812468208916,0.0967752776653631
GNB,HIV-1 IN,PC,Validation,0.6666666666666666,0.0758293838862559,0.5671641791044776,0.1361702127659574,0.5224108159741356,0.1011936170072664
GNB,HIV-1 IN,PC,Test,0.5882352941176471,0.0921658986175115,0.551063829787234,0.1593625498007968,0.5184149651190324,0.070877488564025
GNB,HIV-1 IN,PC,Train,0.6704545454545454,0.0930599369085173,0.5710227272727273,0.1634349030470914,0.5277961183250598,0.114261772026426
GNB,HIV-1 IN,PC,Validation,0.6538461538461539,0.080188679245283,0.5659574468085107,0.1428571428571428,0.5226524791575253,0.0986155405391008
GNB,HIV-1 IN,PC,Test,0.65625,0.0967741935483871,0.5595744680851064,0.1686746987951807,0.5266479663394109,0.1054804927356809
GNB,HIV-1 IN,PC,Train,0.56,0.0662460567823343,0.5561079545454546,0.1184767277856135,0.5118051989338029,0.0523085532501767
GNB,HIV-1 IN,PC,Validation,0.4545454545454545,0.0471698113207547,0.5446808510638298,0.0854700854700854,0.500329091706889,0.0015505092800748
GNB,HIV-1 IN,PC,Test,0.4827586206896552,0.064516129032258,0.5361702127659574,0.1138211382113821,0.5026137957414255,0.0108311226946691
GNB,HIV-1 IN,PC,Train,0.7014925373134329,0.074015748031496,0.5684882895670689,0.1339031339031339,0.5240879773749212,0.1126351687308768
GNB,HIV-1 IN,PC,Validation,0.7083333333333334,0.0805687203791469,0.5714285714285714,0.1446808510638297,0.5267184687167052,0.1206443573254664
GNB,HIV-1 IN,PC,Test,0.7916666666666666,0.0875576036866359,0.5680851063829787,0.1576763485477178,0.5338973789184167,0.1535370496753457
GNB,HIV-1 IN,PC,Train,0.6470588235294118,0.0866141732283464,0.567068843151171,0.1527777777777778,0.5239272416529329,0.1000061064136103
GNB,HIV-1 IN,PC,Validation,0.6666666666666666,0.0758293838862559,0.5671641791044776,0.1361702127659574,0.5224108159741356,0.1011936170072664
GNB,HIV-1 IN,PC,Test,0.59375,0.0875576036866359,0.551063829787234,0.1526104417670682,0.5180871022385749,0.0715940733332407
GNB,HIV-1 IN,PC,Train,0.0,0.0,0.5497159090909091,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Validation,0.0,0.0,0.548936170212766,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Test,0.0,0.0,0.5382978723404256,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Train,0.0,0.0,0.5497159090909091,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Validation,0.0,0.0,0.548936170212766,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Test,0.0,0.0,0.5382978723404256,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Train,0.0,0.0,0.5493257629524485,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Validation,0.0,0.0,0.5501066098081023,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Test,0.0,0.0,0.5382978723404256,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Train,0.0,0.0,0.5493257629524485,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Validation,0.0,0.0,0.5501066098081023,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Test,0.0,0.0,0.5382978723404256,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Train,0.0,0.0,0.5497159090909091,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Validation,0.0,0.0,0.548936170212766,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Test,0.0,0.0,0.5382978723404256,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Train,0.0,0.0,0.5497159090909091,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Validation,0.0,0.0,0.548936170212766,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Test,0.0,0.0,0.5382978723404256,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Train,0.0,0.0,0.5493257629524485,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Validation,0.0,0.0,0.5501066098081023,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Test,0.0,0.0,0.5382978723404256,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Train,0.0,0.0,0.5493257629524485,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Validation,0.0,0.0,0.5501066098081023,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Test,0.0,0.0,0.5382978723404256,0.0,0.5,0.0
GNB,HIV-1 IN,PC,Train,0.8305084745762712,0.0772870662460567,0.5774147727272727,0.1414141414141414,0.532183584802615,0.159826040734104
GNB,HIV-1 IN,PC,Validation,0.8125,0.0613207547169811,0.5702127659574469,0.1140350877192982,0.5248464238701185,0.1363589822790485
GNB,HIV-1 IN,PC,Test,0.8636363636363636,0.0875576036866359,0.5723404255319149,0.1589958158995816,0.5378499480883772,0.1786631817676424
GNB,HIV-1 IN,PC,Train,0.875,0.0331230283911671,0.5625,0.0638297872340425,0.5146235296994596,0.1124148409881385
GNB,HIV-1 IN,PC,Validation,0.7,0.0330188679245283,0.5574468085106383,0.063063063063063,0.510695480473892,0.0737614019320394
GNB,HIV-1 IN,PC,Test,0.9090909090909092,0.0460829493087557,0.5574468085106383,0.087719298245614,0.5210651900693977,0.1389257723534815
GNB,HIV-1 IN,PC,Train,0.696969696969697,0.0724409448818897,0.5677785663591199,0.1312410841654779,0.523300575800118,0.1097347094099489
GNB,HIV-1 IN,PC,Validation,0.7083333333333334,0.0805687203791469,0.5714285714285714,0.1446808510638297,0.5267184687167052,0.1206443573254664
GNB,HIV-1 IN,PC,Test,0.7916666666666666,0.0875576036866359,0.5680851063829787,0.1576763485477178,0.5338973789184167,0.1535370496753457
GNB,HIV-1 IN,PC,Train,0.7,0.0771653543307086,0.5691980127750177,0.1390070921985815,0.5250167856924861,0.1145722754155928
GNB,HIV-1 IN,PC,Validation,0.7368421052631579,0.0663507109004739,0.5692963752665245,0.1217391304347826,0.5234854329696168,0.118521350116858
