model,enzyme,descriptor,scaler,split,signature,phase,precision,recall,accuracy,f1 score,auc,mcc,descriptor_int,phase_int
knn,PR,MIX,minmax,1,7-uniform-ball_tree,validation,0.9576059850374063,0.9974025974025974,0.9565217391304348,0.9770992366412212,0.7055978504254367,0.6017748961442783,3,2
knn,PR,MIX,minmax,1,7-uniform-ball_tree,test,0.9765625,0.986842105263158,0.966183574879227,0.981675392670157,0.8610681114551084,0.7647582088700033,3,3
knn,PR,MIX,minmax,2,7-uniform-ball_tree,train,0.964765100671141,0.9965337954939342,0.9629331184528606,0.9803921568627452,0.7568875874021395,0.673595967658741,3,1
knn,PR,MIX,minmax,2,7-uniform-ball_tree,validation,0.9504950495049505,0.9974025974025974,0.9492753623188406,0.973384030418251,0.6538737124944021,0.5116030311197092,3,2
knn,PR,MIX,minmax,2,7-uniform-ball_tree,test,0.9713541666666666,0.9815789473684212,0.9565217391304348,0.9764397905759162,0.8290247678018576,0.6968889916198037,3,3
knn,PR,MIX,minmax,3,7-uniform-ball_tree,train,0.9656040268456376,0.9974003466204506,0.9645447219983884,0.9812446717817562,0.7630679894021793,0.6898018649846395,3,1
knn,PR,MIX,minmax,3,7-uniform-ball_tree,validation,0.9427860696517412,0.9844155844155844,0.929951690821256,0.963151207115629,0.5956560680698612,0.2910504231881247,3,2
knn,PR,MIX,minmax,3,7-uniform-ball_tree,test,0.9514066496163684,0.9789473684210528,0.9347826086956522,0.9649805447470816,0.710061919504644,0.5035658677234199,3,3
knn,PR,MIX,minmax,4,7-uniform-ball_tree,train,0.9623115577889448,0.9948051948051948,0.9589371980676328,0.9782886334610472,0.7387819077474249,0.6323525142637016,3,1
knn,PR,MIX,minmax,4,7-uniform-ball_tree,validation,0.9528535980148884,1.0,0.953995157384988,0.9758576874205844,0.6724137931034483,0.5732104379824485,3,2
knn,PR,MIX,minmax,4,7-uniform-ball_tree,test,0.9635416666666666,0.9736842105263158,0.9420289855072465,0.9685863874345548,0.7809597523219814,0.5950851657445042,3,3
knn,PR,MIX,minmax,1,7-uniform-brute,train,0.967116357504216,0.9939341421143848,0.9629331184528606,0.9803418803418804,0.7728291400227096,0.6769546740951089,3,1
knn,PR,MIX,minmax,1,7-uniform-brute,validation,0.9576059850374063,0.9974025974025974,0.9565217391304348,0.9770992366412212,0.7055978504254367,0.6017748961442783,3,2
knn,PR,MIX,minmax,1,7-uniform-brute,test,0.9765625,0.986842105263158,0.966183574879227,0.981675392670157,0.8610681114551084,0.7647582088700033,3,3
