model,enzyme,descriptor,scaler,split,signature,phase,precision,recall,accuracy,f1 score,auc,mcc,descriptor_int,phase_int
mlp,RT,ECFP4,minmax,3,sign,test,0.7518910741301059,0.9880715705765408,0.7455089820359282,0.8539518900343642,0.4970660883185734,-0.0248515365992563,2,3
mlp,RT,ECFP4,minmax,4,sign,train,0.6893810335036911,0.8525280898876404,0.6220668996505242,0.7623233908948195,0.4538978964118685,-0.1282500825796384,2,1
mlp,RT,ECFP4,minmax,4,sign,validation,0.6908783783783784,0.8628691983122363,0.6281859070464768,0.7673545966228893,0.4573413349074134,-0.1224654540455318,2,2
mlp,RT,ECFP4,minmax,4,sign,test,0.7294520547945206,0.8469184890656064,0.6482035928143712,0.7838086476540939,0.4446713657449244,-0.1439328231327372,2,3
mlp,RT,ECFP4,std,1,sign,train,0.7025016903313049,0.7301475755446241,0.5884115884115884,0.7160578911095796,0.4851083300866471,-0.0307383249397576,2,1
mlp,RT,ECFP4,std,1,sign,validation,0.6942148760330579,0.7073684210526315,0.5703592814371258,0.7007299270072993,0.4702645214071448,-0.060339095476092,2,2
mlp,RT,ECFP4,std,1,sign,test,0.731404958677686,0.7037773359840954,0.5823353293413174,0.7173252279635258,0.4579492740526538,-0.0811891258889084,2,3
mlp,RT,ECFP4,std,2,sign,train,0.7003484320557491,0.7062543921293043,0.5764235764235764,0.7032890132960112,0.4817973169627523,-0.0366344481955219,2,1
mlp,RT,ECFP4,std,2,sign,validation,0.7057522123893806,0.671578947368421,0.5673652694610778,0.6882416396979504,0.4912298881919825,-0.0169966954266509,2,2
mlp,RT,ECFP4,std,2,sign,test,0.7211328976034859,0.658051689860835,0.5508982035928144,0.6881496881496881,0.4411470570516296,-0.1094824882294755,2,3
mlp,RT,ECFP4,std,3,sign,train,0.7073342736248237,0.7043539325842697,0.582626060908637,0.7058409570724842,0.4938004550658826,-0.0123614106997997,2,1
mlp,RT,ECFP4,std,3,sign,validation,0.7178423236514523,0.729957805907173,0.6041979010494752,0.7238493723849372,0.5126472967359699,0.0256204141609654,2,2
mlp,RT,ECFP4,std,3,sign,test,0.7230769230769231,0.6540755467196819,0.5508982035928144,0.6868475991649269,0.4452195915416591,-0.101387806290198,2,3
mlp,RT,ECFP4,std,4,sign,train,0.6974879743452699,0.9164325842696628,0.6580129805292062,0.7921092564491654,0.4694425442937261,-0.1116651371668414,2,1
mlp,RT,ECFP4,std,4,sign,validation,0.6995305164319249,0.9430379746835444,0.671664167916042,0.8032345013477089,0.4741096609169017,-0.1170863087337489,2,2
mlp,RT,ECFP4,std,4,sign,test,0.7364217252396166,0.9165009940357852,0.6901197604790419,0.816651904340124,0.4582504970178926,-0.1483527011424284,2,3
mlp,RT,MIX,minmax,1,sign,train,0.9768258426966292,0.977512297962052,0.9675324675324676,0.9771689497716894,0.9602587396546012,0.9209898788880936,3,1
mlp,RT,MIX,minmax,1,sign,validation,0.8509316770186336,0.8652631578947368,0.7964071856287425,0.8580375782881002,0.746103081538042,0.4985550010775729,3,2
mlp,RT,MIX,minmax,1,sign,test,0.8959183673469387,0.8727634194831014,0.8278443113772455,0.8841893252769386,0.7818362551960962,0.5498506955960508,3,3
mlp,RT,MIX,minmax,2,sign,train,0.9836531627576404,0.9725931131412509,0.9690309690309692,0.9780918727915194,0.9664347258279656,0.9254587628105784,3,1
mlp,RT,MIX,minmax,2,sign,validation,0.841541755888651,0.8273684210526315,0.7664670658682635,0.8343949044585988,0.7219743659667301,0.4387345237934251,3,2
mlp,RT,MIX,minmax,2,sign,test,0.8819875776397516,0.8469184890656064,0.7994011976047904,0.8640973630831643,0.7507319718055305,0.483288261517429,3,3
mlp,RT,MIX,minmax,3,sign,train,0.9797344514325648,0.9845505617977528,0.9745381927109336,0.9821366024518388,0.9672321030059576,0.9378623807680914,3,1
mlp,RT,MIX,minmax,3,sign,validation,0.8166311300639659,0.8080168776371308,0.7346326836581709,0.8123011664899258,0.6812105113574255,0.3597180168217683,3,2
mlp,RT,MIX,minmax,3,sign,test,0.8771929824561403,0.7952286282306164,0.7619760479041916,0.8342022940563086,0.7279173444183384,0.4223601977803272,3,3
mlp,RT,MIX,minmax,4,sign,train,0.9359573048699132,0.985252808988764,0.9415876185721418,0.9599726308587068,0.9097248500902368,0.8560526825785052,3,1
mlp,RT,MIX,minmax,4,sign,validation,0.7820738137082601,0.938818565400844,0.7706146926536732,0.8533077660594439,0.6481657593843597,0.3795565593925826,3,2
mlp,RT,MIX,minmax,4,sign,test,0.8353982300884956,0.9383697813121272,0.8143712574850299,0.8838951310861424,0.6873667088378819,0.4475128933634252,3,3
mlp,RT,MIX,std,1,sign,train,0.9894588896697118,0.9894588896697118,0.985014985014985,0.9894588896697118,0.9817760769592084,0.9635521539184164,3,1
mlp,RT,MIX,std,1,sign,validation,0.8611670020120724,0.9010526315789472,0.8263473053892215,0.8806584362139918,0.7717698391055359,0.5645214686057795,3,2
mlp,RT,MIX,std,1,sign,test,0.8982035928143712,0.8946322067594433,0.844311377245509,0.896414342629482,0.7927706488342672,0.5831850697607949,3,3
mlp,RT,MIX,std,2,sign,train,0.962707182320442,0.9796205200281096,0.9585414585414586,0.9710902124695228,0.9431781356617231,0.8982782628696377,3,1
mlp,RT,MIX,std,2,sign,validation,0.8295964125560538,0.7789473684210526,0.7290419161676647,0.8034744842562432,0.6925824925006817,0.3706195647266236,3,2
mlp,RT,MIX,std,2,sign,test,0.8571428571428571,0.8469184890656064,0.7784431137724551,0.852,0.7083077293812879,0.4117040087549237,3,3
mlp,RT,MIX,std,3,sign,train,0.9775596072931276,0.9789325842696628,0.9690464303544682,0.9782456140350876,0.9618324406667832,0.92461522162481,3,1
mlp,RT,MIX,std,3,sign,validation,0.8229166666666666,0.8333333333333334,0.7541229385307346,0.8280922431865828,0.6964594127806564,0.3966698944692785,3,2
mlp,RT,MIX,std,3,sign,test,0.8721174004192872,0.827037773359841,0.7784431137724551,0.8489795918367347,0.7286704018314356,0.4365058235063167,3,3
mlp,RT,MIX,std,4,sign,train,0.7931428571428571,0.9747191011235956,0.8012980529206191,0.8746061751732829,0.6747516058295007,0.4769426523015379,3,1
mlp,RT,MIX,std,4,sign,validation,0.7310664605873262,0.9978902953586498,0.7376311844077961,0.8438893844781445,0.5481679456067861,0.2561467244693034,3,2
mlp,RT,MIX,std,4,sign,test,0.764525993883792,0.9940357852882704,0.7649700598802395,0.8643042350907519,0.5303512259774685,0.1827592244894179,3,3
